platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,motivation_type,motivation_score
YouTube,african grey parrot pet,Bird,Rn6PSjn9noI,Giz didn’t want to talk about his past 😭#talkingparrot #africangrey,,UgzKsxtkr04fvsYSdmZ4AaABAg,"I had been following Giz for many months before learning about his past. It blew my mind because now he's such a happy, interactive guy. A lot of parrots would be plucked bald and never recover from what Giz went through. 

As a guy who suffers from PTSD, Giz is an inspiration to me.",2023-12-13T00:17:45Z,https://www.youtube.com/watch?v=Rn6PSjn9noI,US,US (text signal),i had been following giz for many months before learning about his past it blew my mind because now he's such a happy interactive guy a lot of parrots would be plucked bald and never recover from what giz went through as a guy who suffers from ptsd giz is an inspiration to me,Active Motivation / Ownership Desire,0.8770051598548889
YouTube,african grey parrot pet,Bird,Rn6PSjn9noI,Giz didn’t want to talk about his past 😭#talkingparrot #africangrey,,UgyqzdvfVKWRv_9WVY54AaABAg,😢 the fact he answered that way this baby is a human in birds body im so glad u guys have him now ❤,2023-12-15T21:37:55Z,https://www.youtube.com/watch?v=Rn6PSjn9noI,US,US (text signal),the fact he answered that way this baby is a human in birds body im so glad u guys have him now,Active Motivation / Ownership Desire,0.8500071167945862
YouTube,african grey parrot pet,Bird,Rn6PSjn9noI,Giz didn’t want to talk about his past 😭#talkingparrot #africangrey,,UgwV5YWDVvwvmf_3z-54AaABAg,I am so happy you rescued Giz. He is such a happy bird now. You are perfect for him. I hate his former cruel owners.  Giz has always been such a good bird. He did not deserve to be treated so poorly. I am feeling sorry for the birds that are still  needing to be rescued..  I wish they could all be rescued and be in good loving homes.,2023-12-13T08:55:39Z,https://www.youtube.com/watch?v=Rn6PSjn9noI,US,US (text signal),i am so happy you rescued giz he is such a happy bird now you are perfect for him i hate his former cruel owners giz has always been such a good bird he did not deserve to be treated so poorly i am feeling sorry for the birds that are still needing to be rescued i wish they could all be rescued and be in good loving homes,Active Motivation / Ownership Desire,0.736262321472168
YouTube,african grey parrot pet,Bird,lTak6g0zDR4,Finally 🙌 my most wholesome moment from Giz 🥰 #talkingparrot #africangrey,,UgxhowkvmR74e2rFofF4AaABAg,"I have tears in my eyes too…To see beautiful Gizmo going from neglect and loneliness to such a happy bird saying that he loves you❤, says all about the kindness you have for him. Pure bliss 😇! That shows also how rescuing changes lives, that of our companions and ours also.",2024-03-04T02:11:32Z,https://www.youtube.com/watch?v=lTak6g0zDR4,US,US (text signal),i have tears in my eyes too to see beautiful gizmo going from neglect and loneliness to such a happy bird saying that he loves you says all about the kindness you have for him pure bliss that shows also how rescuing changes lives that of our companions and ours also,Active Motivation / Ownership Desire,0.8267601132392883
YouTube,african grey parrot pet,Bird,lTak6g0zDR4,Finally 🙌 my most wholesome moment from Giz 🥰 #talkingparrot #africangrey,,UgxbE9A2TWJj43pscsB4AaABAg,I love seeing videos of you holding him or interacting with him. Thank you for saving him.,2024-08-27T15:20:51Z,https://www.youtube.com/watch?v=lTak6g0zDR4,US,US (text signal),i love seeing videos of you holding him or interacting with him thank you for saving him,Active Motivation / Ownership Desire,0.6082727909088135
YouTube,african grey parrot pet,Bird,HcU3HAJxFIY,The Bird’s Asking Questions 😰,"Realized that we never put out the ""Glassk"" remaster as a short, so here it is. Apollo is our 2 year-old African Grey parrot we've ...",Ugx4leC6cbEK-X3fjuF4AaABAg,Props to Appolo for all the effort he puts in to train his human,2024-02-09T12:10:45Z,https://www.youtube.com/watch?v=HcU3HAJxFIY,US,US (text signal),props to appolo for all the effort he puts in to train his human,Active Motivation / Ownership Desire,0.8493035435676575
YouTube,african grey parrot pet,Bird,HcU3HAJxFIY,The Bird’s Asking Questions 😰,"Realized that we never put out the ""Glassk"" remaster as a short, so here it is. Apollo is our 2 year-old African Grey parrot we've ...",UgxVDz-hPfSuxf9XA-V4AaABAg,I love Apollo so much. He deserves everything in this world.,2023-07-04T21:30:57Z,https://www.youtube.com/watch?v=HcU3HAJxFIY,US,US (text signal),i love apollo so much he deserves everything in this world,Active Motivation / Ownership Desire,0.8270843625068665
YouTube,african grey parrot pet,Bird,UuYSFutQnCI,This has got to be the funniest video I’ve ever taken of Shelby! The over exaggerated tiptoeing 😂,,Ugy3eYVo_mKbD7Oq-Bx4AaABAg,"- Asserts dominance on the fence
- Slides down smoothly
- Tiptoes
- Bites man
- Revels in her victory
- Makes her dramatic escape
Truly the best bird.",2024-01-20T19:16:07Z,https://www.youtube.com/watch?v=UuYSFutQnCI,US,US (text signal),asserts dominance on the fence slides down smoothly tiptoes bites man revels in her victory makes her dramatic escape truly the best bird,Active Motivation / Ownership Desire,0.6292822360992432
YouTube,african grey parrot pet,Bird,UuYSFutQnCI,This has got to be the funniest video I’ve ever taken of Shelby! The over exaggerated tiptoeing 😂,,UgxwpJE1squNw5dEaFd4AaABAg,I cannot express how happy it made me that the parrot stepped in time with the music,2023-10-18T10:45:52Z,https://www.youtube.com/watch?v=UuYSFutQnCI,US,US (text signal),i cannot express how happy it made me that the parrot stepped in time with the music,Active Motivation / Ownership Desire,0.7659373879432678
YouTube,african grey parrot pet,Bird,A2WkE441Fqc,Giz is training me for the remix 🎤🐦😅 #talkingparrot #africangrey,,UgzQFrXCQSPzC7S5l994AaABAg,There is an 80 year old man’s soul in this bird I swear❤,2024-02-15T20:03:06Z,https://www.youtube.com/watch?v=A2WkE441Fqc,US,US (text signal),there is an 80 year old man s soul in this bird i swear,Active Motivation / Ownership Desire,0.6395646929740906
YouTube,african grey parrot pet,Bird,KzLmzfan6Ok,Scolding the Little Birds 🤭,"Apollo is our talking African Grey parrot, that we've had since December 2020. Follow us to see what happens when you raise a ...",UgyItGBXHJr8xjGcKSx4AaABAg,"It is impressive that he says, ""relax"" instead of cursing or saying, ""SHUT UP!"" I have always made it a point to progressively shush my bird, starting with a ""shh..."" Moving to, ""hush,"" moving to, ""HEY! HUSH."" I didn't want my bird to say rude phrases. So now he shushes the dogs or his brother in the same way. I feel like what a bird says is a true reflection of the owner. I'm proud of him. 🖤🥰💯",2025-02-15T11:45:35Z,https://www.youtube.com/watch?v=KzLmzfan6Ok,US,US (text signal),it is impressive that he says relax instead of cursing or saying shut up i have always made it a point to progressively shush my bird starting with a shh moving to hush moving to hey hush i didn't want my bird to say rude phrases so now he shushes the dogs or his brother in the same way i feel like what a bird says is a true reflection of the owner i'm proud of him,Active Motivation / Ownership Desire,0.7844144105911255
YouTube,african grey parrot pet,Bird,tjJBxBuYjdM,Green Lizard is Plant-Bug 🦎,"Got some anoles for my bird so my dinosaur can watch other dinosaurs. Apollo is our talking African Grey parrot, that we've had ...",UgwArW8yyhIgNi-aj254AaABAg,"The ""alright"" from Apollo made me love him even more. He was willing to give it a try 😂😂",2025-06-07T17:44:22Z,https://www.youtube.com/watch?v=tjJBxBuYjdM,US,US (text signal),the alright from apollo made me love him even more he was willing to give it a try,Active Motivation / Ownership Desire,0.6563506126403809
YouTube,african grey parrot pet,Bird,tjJBxBuYjdM,Green Lizard is Plant-Bug 🦎,"Got some anoles for my bird so my dinosaur can watch other dinosaurs. Apollo is our talking African Grey parrot, that we've had ...",Ugw2bJVm0rcKR12WIHl4AaABAg,"The seeming confidence in how he said ""plant"" is sending me, great bird!!",2025-11-10T22:59:38Z,https://www.youtube.com/watch?v=tjJBxBuYjdM,US,US (text signal),the seeming confidence in how he said plant is sending me great bird,Active Motivation / Ownership Desire,0.7246819734573364
YouTube,african grey parrot pet,Bird,coFiLI3gGRU,"Touch Purple, Good 👍","Apollo is our talking African Grey parrot, that we've had since December 2020. Follow us to see what happens when you raise a ...",UgyI9DAnUyVdo56G89x4AaABAg,I love the PISNACK! I would put that in the dictionary if it was up to me! 😆,2025-10-23T15:22:47Z,https://www.youtube.com/watch?v=coFiLI3gGRU,US,US (text signal),i love the pisnack i would put that in the dictionary if it was up to me,Active Motivation / Ownership Desire,0.7542538642883301
YouTube,african grey parrot pet,Bird,I7IYVcYBxXI,Birds Don’t Walk… They Eat what? 😳#talkingparrot #africangrey,,UgwYkEFq5n4nbgKCdjx4AaABAg,Giz never stops amazing me! I love him so much!❤❤❤,2024-01-23T05:09:00Z,https://www.youtube.com/watch?v=I7IYVcYBxXI,US,US (text signal),giz never stops amazing me i love him so much,Active Motivation / Ownership Desire,0.6889556050300598
YouTube,african grey parrot pet,Bird,HO6sKA59mgw,Gizmo’s little show dance 😂,,UgwprE97TzfWPqbtFAB4AaABAg,Gizmo is such a pleasure! I have fallen in LOVE! ♥️♥️💯,2024-02-27T07:29:30Z,https://www.youtube.com/watch?v=HO6sKA59mgw,US,US (text signal),gizmo is such a pleasure i have fallen in love,Active Motivation / Ownership Desire,0.6141644716262817
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",UgzDU0_HuyPatZMZh_h4AaABAg,"I just adopted my African grey 2 days ago and he was semi-tame. The family could not really handle him and he was a biter. I found you on YouTube and literally you are AMAZING! You have helped Piglet (yes his name is piglet) and myself bond in less than 48 hours. He steps up off his perch, flies around the living room and dining room, and we are absolutely #engagednotcaged !!!! Thank you so much Marlene.. you are seriously the best and your videos are HILARIOUS",2020-04-26T17:26:04Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),i just adopted my african grey 2 days ago and he was semi tame the family could not really handle him and he was a biter i found you on youtube and literally you are amazing you have helped piglet yes his name is piglet and myself bond in less than 48 hours he steps up off his perch flies around the living room and dining room and we are absolutely engagednotcaged thank you so much marlene you are seriously the best and your videos are hilarious,Active Motivation / Ownership Desire,0.9045702815055847
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",Ugw1myIgmacKe140Tzl4AaABAg,"I rescued my African Grey over 20 years ago. She only sleeps in her cage and has the run of the whole apartment. She had a terrible start in life and it took me years to get her trust. I have been very patient with her and she has come on in leaps and bounds. She joins us for dinner every day and gets involved in everything we do. Yep destruction is her middle name. Door frames, removed every letter/number on three keyboards, and chewed furniture. She has many toys and climbing frame but is drawn to things I’d prefer she left alone. She is amazing and chatty and funny and bright and my best friend, her and my dog 😄",2022-01-23T17:16:30Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),i rescued my african grey over 20 years ago she only sleeps in her cage and has the run of the whole apartment she had a terrible start in life and it took me years to get her trust i have been very patient with her and she has come on in leaps and bounds she joins us for dinner every day and gets involved in everything we do yep destruction is her middle name door frames removed every letter number on three keyboards and chewed furniture she has many toys and climbing frame but is drawn to things i d prefer she left alone she is amazing and chatty and funny and bright and my best friend her and my dog,Active Motivation / Ownership Desire,0.790469765663147
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",Ugynjcn0r90Okcy9jvR4AaABAg,My family has owned an African Grey for 25 years. He is a wonderful pet. ❤ He talks alot. Well over 100 words. Several sentences and even knows a song. It took him a long time to warm up to me. Well worth the wait. They can be extremely affectionate. I love him so much. And yes he is alot of work.,2022-02-20T19:28:15Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),my family has owned an african grey for 25 years he is a wonderful pet he talks alot well over 100 words several sentences and even knows a song it took him a long time to warm up to me well worth the wait they can be extremely affectionate i love him so much and yes he is alot of work,Active Motivation / Ownership Desire,0.7107206583023071
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",Ugy2g8CvRJpffHOKVk54AaABAg,"I have one CAG that I have wanted for years. I got him when he was 13w-14w old (he just turned 1) he is my first parrot. I had done tons of research over about a 2 year time span of learning everything I could. I decided to add one to my family.  There were a lot of people who frowned not only on me getting a baby vs. rescuing but also choosing a grey as my first bird. It is honestly so sad that bigger birds are shown as a ""advanced/intermediate"" level no bird is an easy pet. Don't expect everything to always be fun and easy, there are always rough patches. All parrots require a lot of time and engagement but are so worth the effort in the end. Every species has both advantages and disadvantages and no one bird is right for everyone. Parrots live a very long time, it doesn't make sense to get one bird just to help prepare you for another ( the one you have your heart set on) and also is not really fair for that bird. Please always do your research. However, don't let talk turn you away from the bird you want regardless of if you are a first time owner or not. I am so happy with my grey and I would have done the same thing looking back. It breaks my heart to think I could have compromised with smaller ""beginner bird"" and not have my baby Yoshi today.  Ill end this rant here although I could go on...lol Reflecting, I wish I would have had this perspective when I was deciding to get my first bird.",2020-04-26T15:51:37Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),i have one cag that i have wanted for years i got him when he was 13w 14w old he just turned 1 he is my first parrot i had done tons of research over about a 2 year time span of learning everything i could i decided to add one to my family there were a lot of people who frowned not only on me getting a baby vs rescuing but also choosing a grey as my first bird it is honestly so sad that bigger birds are shown as a advanced intermediate level no bird is an easy pet don't expect everything to always be fun and easy there are always rough patches all parrots require a lot of time and engagement but are so worth the effort in the end every species has both advantages and disadvantages and no one bird is right for everyone parrots live a very long time it doesn't make sense to get one bird just to help prepare you for another the one you have your heart set on and also is not really fair for that bird please always do your research however don't let talk turn you away from the bird you want regardless of if you are a first time owner or not i am so happy with my grey and i would have done the same thing looking back it breaks my heart to think i could have compromised with smaller beginner bird and not have my baby yoshi today ill end this rant here although i could go on lol reflecting i wish i would have had this perspective when i was deciding to get my first bird,Active Motivation / Ownership Desire,0.9317169189453125
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",Ugz1gVXWNaFnzPSh1454AaABAg,"Thank you for posting this! I've gotten a green cheek conure last year, and he has taught me so much about birds already. I didn't realize how similar it is to having a bird as it is to a kid! Right now I have my eye on an African Grey, and I think you just talked me into it being the right choice for me :)",2022-01-31T18:10:20Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),thank you for posting this i've gotten a green cheek conure last year and he has taught me so much about birds already i didn't realize how similar it is to having a bird as it is to a kid right now i have my eye on an african grey and i think you just talked me into it being the right choice for me,Active Motivation / Ownership Desire,0.6345821619033813
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",UgxvrU6usFWy9mtvHFB4AaABAg,"I literally have a tattoo of my Grey. We are like two peas in a pod. But I was kinda just chosen by him cause my mom decided to get him when I was 11. He then proceeded to bite her all the time and she won't put in the work to mend their relationship. So going on 15 years, we're inseparable. ♥️",2020-04-26T22:55:01Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),i literally have a tattoo of my grey we are like two peas in a pod but i was kinda just chosen by him cause my mom decided to get him when i was 11 he then proceeded to bite her all the time and she won't put in the work to mend their relationship so going on 15 years we're inseparable,Active Motivation / Ownership Desire,0.6036074161529541
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",Ugx6_jysNSriguvG4y14AaABAg,"basically i don’t have a life i just live to care , serve & entertain my african gray ! its an everyday cycle i cant even travel bc he is so attached to me",2020-04-28T07:37:21Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),basically i don t have a life i just live to care serve entertain my african gray its an everyday cycle i cant even travel bc he is so attached to me,Active Motivation / Ownership Desire,0.9151490330696106
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",UgwelkYOG5pj2lF9DcV4AaABAg,I just got my 2 parrots as rescues from the parrot trust Scotland called Cody and coco. In 4 weeks Cody has managed to stop taking haldol medication for the first time in years and coco has opened up to men when before she would only interact with women. I’m so proud of the work I’ve done. They where both caged parrots and didn’t want to come out their cages for anything. Not food motivated so was tough. Now when I go in to their bedroom they literally bang their beaks on the cage to get out and come be where I am. It’s been one of the best experiences of my life and it’s very hard but the reward out weighs any amount of work. They would bite me and cause bleeding and bruising at the start. They really did not want anything to do with anything that wasn’t being alone in their cage. So for anyone worrying about this please don’t. If you are willing to PROVE To them you will care for them no matter what and no matter how much they bite and scratch you you’ll still love them and be kind to them I used to sit and eat dinner in front of their cage or I’d sit watching videos on the laptop on the floor and talk to them even tho they acted like they hated me. Now I’m their absolute everything. Please If u can help them and are willing to work they can open up and love again,2023-01-19T14:57:15Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),i just got my 2 parrots as rescues from the parrot trust scotland called cody and coco in 4 weeks cody has managed to stop taking haldol medication for the first time in years and coco has opened up to men when before she would only interact with women i m so proud of the work i ve done they where both caged parrots and didn t want to come out their cages for anything not food motivated so was tough now when i go in to their bedroom they literally bang their beaks on the cage to get out and come be where i am it s been one of the best experiences of my life and it s very hard but the reward out weighs any amount of work they would bite me and cause bleeding and bruising at the start they really did not want anything to do with anything that wasn t being alone in their cage so for anyone worrying about this please don t if you are willing to prove to them you will care for them no matter what and no matter how much they bite and scratch you you ll still love them and be kind to them i used to sit and eat dinner in front of their cage or i d sit watching videos on the laptop on the floor and talk to them even tho they acted like they hated me now i m their absolute everything please if u can help them and are willing to work they can open up and love again,Active Motivation / Ownership Desire,0.9493544697761536
YouTube,african grey parrot pet,Bird,5jW8eo_SoZw,Revealing 10 Truths About Living With An African Grey Parrot | PART #1,"Welcome to my parrot educational channel, where you will find entertaining family vlogs, funny talking parrot videos, and get to ...",UgznnAVJkPA4mm8c5yJ4AaABAg,"Hey I really like your channel, I’m almost 30 and I got my first parrot and it is African grey I didn’t know nothing about them it was very hard but I could learn because I’m an animal lover so it’s not a matter of edge it’s a matter of personality. But it’s true that a bite of African grey is very strong and if you are not ready for it you have to forget about having a bird especially as African grey. But i wasn’t ready for being bitten too but I was finally,  and I could survive but it was very hard decision very painful I didn’t expect such a surprise but I decided it doesn’t matter how many times I’m going to be bitten because bird has to be out of cage every day not less than for 3 hours but commonly for 6-8. Training helped me too.",2020-04-28T18:41:26Z,https://www.youtube.com/watch?v=5jW8eo_SoZw,US,US (text signal),hey i really like your channel i m almost 30 and i got my first parrot and it is african grey i didn t know nothing about them it was very hard but i could learn because i m an animal lover so it s not a matter of edge it s a matter of personality but it s true that a bite of african grey is very strong and if you are not ready for it you have to forget about having a bird especially as african grey but i wasn t ready for being bitten too but i was finally and i could survive but it was very hard decision very painful i didn t expect such a surprise but i decided it doesn t matter how many times i m going to be bitten because bird has to be out of cage every day not less than for 3 hours but commonly for 6 8 training helped me too,Active Motivation / Ownership Desire,0.8596637845039368
YouTube,african grey parrot pet,Bird,-ymCkuQsXi0,Our parrot talks back like a kid at bedtime 😂 #talkingparrot #africangrey,,Ugy6gDX_4-ls8efAdn94AaABAg,Smart parrot . Mom beats me ooooooo  😂😂😂😂😂😂😂😂😂,2025-01-15T04:12:38Z,https://www.youtube.com/watch?v=-ymCkuQsXi0,US,US (text signal),smart parrot mom beats me ooooooo,Active Motivation / Ownership Desire,0.7182460427284241
YouTube,african grey parrot pet,Bird,-ymCkuQsXi0,Our parrot talks back like a kid at bedtime 😂 #talkingparrot #africangrey,,UgzawAdIr4FLSvT6fi54AaABAg,Giz is so cute! He makes me miss my bird so much.,2024-10-25T05:45:49Z,https://www.youtube.com/watch?v=-ymCkuQsXi0,US,US (text signal),giz is so cute he makes me miss my bird so much,Active Motivation / Ownership Desire,0.6566972732543945
YouTube,african grey parrot pet,Bird,NZ2ZBpbutOM,Are African Grey Parrots Social Birds?,,UgwKrxvlKa1AZa1xWDl4AaABAg,I love all parrots so unbelievably much but African greys got a special place in my heart,2025-04-05T20:48:20Z,https://www.youtube.com/watch?v=NZ2ZBpbutOM,US,US (text signal),i love all parrots so unbelievably much but african greys got a special place in my heart,Active Motivation / Ownership Desire,0.6718907952308655
YouTube,african grey parrot pet,Bird,NZ2ZBpbutOM,Are African Grey Parrots Social Birds?,,Ugx8EOhne4oAeB8iA3t4AaABAg,"I love African Grey's..I had one that was my buddy...I even had a spacific silver chain I wore that he had""broken in"" for me by...playing with it and would never be straight again...so i just wore it around him..he rode on my shoulder while I took care of my fish tanks....he also liked walking around the rim of the tank looking at the fish...great birds",2023-11-17T02:44:14Z,https://www.youtube.com/watch?v=NZ2ZBpbutOM,US,US (text signal),i love african grey's i had one that was my buddy i even had a spacific silver chain i wore that he had broken in for me by playing with it and would never be straight again so i just wore it around him he rode on my shoulder while i took care of my fish tanks he also liked walking around the rim of the tank looking at the fish great birds,Active Motivation / Ownership Desire,0.8018919825553894
YouTube,african grey parrot pet,Bird,NZ2ZBpbutOM,Are African Grey Parrots Social Birds?,,Ugxtnft2SX9Q3M72i254AaABAg,"Let me tell you about my parrot, Sammee. At nite Sammee waits for me to sit and recline. She starts chirping from her cage for me. I go get her n recline. She stays on my chest til time for bed. But here's the kicker. She doesn't want to leave. Ill say ""step up"" and she starts backing up and won't get on. When she can go no further she'll flip on her back.  She doesn't want to leave me. So I'll rub her feet and try again. When I finally get her to step up she'll reach for my pajamas to hang on to me. Sammee speaks about 250 words and makes many sounds but she is the most loving pet I've ever had. I had a cockateil that was so loving too. I spend time with my pets and birds are time consuming. Do not get if you don't have time. They need the love.",2023-11-17T21:28:22Z,https://www.youtube.com/watch?v=NZ2ZBpbutOM,US,US (text signal),let me tell you about my parrot sammee at nite sammee waits for me to sit and recline she starts chirping from her cage for me i go get her n recline she stays on my chest til time for bed but here's the kicker she doesn't want to leave ill say step up and she starts backing up and won't get on when she can go no further she'll flip on her back she doesn't want to leave me so i'll rub her feet and try again when i finally get her to step up she'll reach for my pajamas to hang on to me sammee speaks about 250 words and makes many sounds but she is the most loving pet i've ever had i had a cockateil that was so loving too i spend time with my pets and birds are time consuming do not get if you don't have time they need the love,Active Motivation / Ownership Desire,0.7016834616661072
YouTube,african grey parrot pet,Bird,NZ2ZBpbutOM,Are African Grey Parrots Social Birds?,,UgxD5TMtyPVZS3sAG3x4AaABAg,"My grey just turned 5 on Monday. She adores my husband. She could care less about me. I’m the one who has done 100% of the research, food prep, toy buying, cleaning, baking, teaching…
Yet she blatantly adores him over me any time of the day. 😔
I’d love to get another but I don’t want babies and I’m not sure how two females would react to each other. My girl is extremely SASSY!! LOL. Thankfully she’s past the biting stage and can use her words. Phew. That was rough. Love her so much. I’d do anything to have another baby grey. ❤❤❤",2023-11-08T14:08:13Z,https://www.youtube.com/watch?v=NZ2ZBpbutOM,US,US (text signal),my grey just turned 5 on monday she adores my husband she could care less about me i m the one who has done 100 of the research food prep toy buying cleaning baking teaching yet she blatantly adores him over me any time of the day i d love to get another but i don t want babies and i m not sure how two females would react to each other my girl is extremely sassy lol thankfully she s past the biting stage and can use her words phew that was rough love her so much i d do anything to have another baby grey,Active Motivation / Ownership Desire,0.6827614307403564
YouTube,african grey parrot pet,Bird,wq5qR0otK_s,Symon the African Grey Baby Parrot says I love you💖#funnyparrot #talkingparrot #birds #africangrey,"Symon the African Grey Parrot is quite chatty today, #africangreyparrot #babyparrot #bird #parrotlife #africangrey #crazyparrot ...",UgxsjxiMSoJ5sWIbYTB4AaABAg,"I just want to hear an African gray tell me that before I leave this earth. 
Sounds crazy I guess.❤",2025-11-08T08:49:04Z,https://www.youtube.com/watch?v=wq5qR0otK_s,US,US (text signal),i just want to hear an african gray tell me that before i leave this earth sounds crazy i guess,Active Motivation / Ownership Desire,0.7829001545906067
YouTube,african grey parrot pet,Bird,tccIcKQ71Zs,Family adopts a parrot. Now he won&#39;t stop talking.,Family adopts a parrot. Now he won't stop talking. Check out Gizmo's story: ...,Ugw3K1ebjYeQgXjsoHd4AaABAg,Birds can actually die from loneliness. He never should have been in a room by himself. He's such a smart and amazing bird. So glad you adopted him.,2025-03-05T23:03:37Z,https://www.youtube.com/watch?v=tccIcKQ71Zs,US,US (text signal),birds can actually die from loneliness he never should have been in a room by himself he's such a smart and amazing bird so glad you adopted him,Active Motivation / Ownership Desire,0.8435716032981873
YouTube,african grey parrot pet,Bird,tccIcKQ71Zs,Family adopts a parrot. Now he won&#39;t stop talking.,Family adopts a parrot. Now he won't stop talking. Check out Gizmo's story: ...,UgzAM0tGqMSctZR4QiZ4AaABAg,"Oh my gosh, he's amazing. He needs his own channel. I'm ready to subscribe, I would never get tired of listening to him. He rescued your whole family, y'all are truly blessed.",2022-11-07T01:24:00Z,https://www.youtube.com/watch?v=tccIcKQ71Zs,US,US (text signal),oh my gosh he's amazing he needs his own channel i'm ready to subscribe i would never get tired of listening to him he rescued your whole family y'all are truly blessed,Active Motivation / Ownership Desire,0.7578146457672119
YouTube,african grey parrot pet,Bird,tccIcKQ71Zs,Family adopts a parrot. Now he won&#39;t stop talking.,Family adopts a parrot. Now he won't stop talking. Check out Gizmo's story: ...,Ugxxsels2gW_QYGjT394AaABAg,"He looks like my boy Rio, that I recently lost to an illness.  He would talk to my mother and me and join in conversations in a way that we never could have expected.  He was a rescue as well and knew a few words when we got him.  He learned to talk, sing, and even make up his own 'words' to songs.  I think we entertained him as much as he did us. I miss him every day as if I lost a child.",2022-11-08T19:35:56Z,https://www.youtube.com/watch?v=tccIcKQ71Zs,US,US (text signal),he looks like my boy rio that i recently lost to an illness he would talk to my mother and me and join in conversations in a way that we never could have expected he was a rescue as well and knew a few words when we got him he learned to talk sing and even make up his own 'words' to songs i think we entertained him as much as he did us i miss him every day as if i lost a child,Active Motivation / Ownership Desire,0.6519789695739746
YouTube,african grey parrot pet,Bird,tccIcKQ71Zs,Family adopts a parrot. Now he won&#39;t stop talking.,Family adopts a parrot. Now he won't stop talking. Check out Gizmo's story: ...,Ugx3oEZj1msJvIJsM7V4AaABAg,"His story is heartbreaking, that his previous family shut him away in a room and largely ignored him, because he clearly thrives on interaction and has such a big personality. I love that his new family lets him freeroam, that he can freely choose where to go after being locked up in a cage.",2022-11-05T00:35:11Z,https://www.youtube.com/watch?v=tccIcKQ71Zs,US,US (text signal),his story is heartbreaking that his previous family shut him away in a room and largely ignored him because he clearly thrives on interaction and has such a big personality i love that his new family lets him freeroam that he can freely choose where to go after being locked up in a cage,Active Motivation / Ownership Desire,0.6139000654220581
YouTube,african grey parrot pet,Bird,qr5InQVGIk8,Sad Story of the Smartest Parrot in the World,,UgyknGcuh2fVNn35l5F4AaABAg,Bro my world would end if my bird said that to me 😢,2023-07-07T02:49:54Z,https://www.youtube.com/watch?v=qr5InQVGIk8,US,US (text signal),bro my world would end if my bird said that to me,Active Motivation / Ownership Desire,0.6604612469673157
YouTube,african grey parrot pet,Bird,qr5InQVGIk8,Sad Story of the Smartest Parrot in the World,,Ugyn4ZZmircTceSBeQl4AaABAg,This is why I love birbs so much. I wanna be a birb in my next life.,2023-07-07T02:48:50Z,https://www.youtube.com/watch?v=qr5InQVGIk8,US,US (text signal),this is why i love birbs so much i wanna be a birb in my next life,Active Motivation / Ownership Desire,0.9757246375083923
