platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,welfare_type,welfare_score
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",UgwBea_ggpOgvLVzcdJ4AaABAg,"Knew a family who had a tiny squirrel monkey for almost 30 years.  He slept in his cage but knew how to open the door so essentially ran free in their house.   He was housetrained to use his cage which was lined with newspaper but preferred the cats' litterboxes (they also had up to 3 cats).  The cats initially tried stalking him because he was tiny but he quickly demonstrated that he could put some serious hurt on them if he wanted to.   He could be destructive, and I wouldn't recommend one as a pet to anyone else.  But they had a large family with a lot of kids around to play with him and keep an eye on him.  They had to keep their cupboards locked because he knew how to open them and would tear open cereal boxes and smash peanut butter and jelly jars on the floor if given the opportunity.  He had astonishing speed, leaping ability, and coordination and so 'won' almost any game of tag or keep-away he played with the kids.  He escaped the house a few times and was un-catchable.  During his escapes, he lived in the trees and ate insects and raided the neighbors' bird feeders and any pet food they left outside, but would be back tapping at a window on the first cold night.",2022-10-11T16:50:37Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),knew a family who had a tiny squirrel monkey for almost 30 years he slept in his cage but knew how to open the door so essentially ran free in their house he was housetrained to use his cage which was lined with newspaper but preferred the cats' litterboxes they also had up to 3 cats the cats initially tried stalking him because he was tiny but he quickly demonstrated that he could put some serious hurt on them if he wanted to he could be destructive and i wouldn't recommend one as a pet to anyone else but they had a large family with a lot of kids around to play with him and keep an eye on him they had to keep their cupboards locked because he knew how to open them and would tear open cereal boxes and smash peanut butter and jelly jars on the floor if given the opportunity he had astonishing speed leaping ability and coordination and so 'won' almost any game of tag or keep away he played with the kids he escaped the house a few times and was un catchable during his escapes he lived in the trees and ate insects and raided the neighbors' bird feeders and any pet food they left outside but would be back tapping at a window on the first cold night,Animal Welfare Concern,0.9193352460861206
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",Ugwc4pkFT6I4mrrclR54AaABAg,My friends grandpa had a monkey n he was one of those people to take it everywhere n have ppl pay to take pics with it n it lived in horrible conditions in a tiny cage. It would stick lolipops in the middle of its forehead and open cans of cat food and hide them all over it would reek. Then it would well.... Wack its yeah infront of eberyone that came over and throw poop at you. Just absolutely no. Hahaha. I remember the smell and every time i saw it i felt horrible being like 12 not having any way to help it out of that mess.,2021-05-03T19:25:11Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),my friends grandpa had a monkey n he was one of those people to take it everywhere n have ppl pay to take pics with it n it lived in horrible conditions in a tiny cage it would stick lolipops in the middle of its forehead and open cans of cat food and hide them all over it would reek then it would well wack its yeah infront of eberyone that came over and throw poop at you just absolutely no hahaha i remember the smell and every time i saw it i felt horrible being like 12 not having any way to help it out of that mess,Animal Welfare Concern,0.997575044631958
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",Ugwor3-60sOmgUvBFeZ4AaABAg,Seeing these awesome animals in cages is so devastating :((((,2024-03-24T22:16:41Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),seeing these awesome animals in cages is so devastating,Animal Welfare Concern,0.994088888168335
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",UgzyTNwYdKm0zo7IPld4AaABAg,"I'd prefer that people require training/permits to acquire and raise certain common ""exotic"" pet species.  
Sadly, with the tragic trend of infant macaques in Cambodia and various parts of Indonesia being abducted and sold, these remarkable species are being exploited, tormented, starved, and abused on film by sadists who appeal to those who prefer to watch this abuse in their free time.  
Monkeys are extremely social and they require more care, attention, and affection than most people are willing (and able) to offer...  
As much as I would love to experience the challenge of raising a monkey from infancy, I also know that my family and my job require the most of my attention.  If I couldn't provide the best possible life for an animal, I would not acquire the animal.  
Pets are cohabitating companions, they are not accessories...",2021-07-27T05:03:09Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),i'd prefer that people require training permits to acquire and raise certain common exotic pet species sadly with the tragic trend of infant macaques in cambodia and various parts of indonesia being abducted and sold these remarkable species are being exploited tormented starved and abused on film by sadists who appeal to those who prefer to watch this abuse in their free time monkeys are extremely social and they require more care attention and affection than most people are willing and able to offer as much as i would love to experience the challenge of raising a monkey from infancy i also know that my family and my job require the most of my attention if i couldn't provide the best possible life for an animal i would not acquire the animal pets are cohabitating companions they are not accessories,Animal Welfare Concern,0.9987696409225464
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",UgzUJO_lYdRqAuAngt14AaABAg,"Nutritionally, monkey biscuits absolutely are a sufficient diet as far as it provides all the nutrients they need to be healthy. However it seems kinda cruel to not give them a variety of foods to them.  If they have been given monkey biscuits from early on in their life they will eat them .
Though squirrel monkeys do have the biggest brain to body ratio she's nuts if she thinks they are the smarter monkey or that they really are smarter than humans!",2022-06-20T06:19:13Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),nutritionally monkey biscuits absolutely are a sufficient diet as far as it provides all the nutrients they need to be healthy however it seems kinda cruel to not give them a variety of foods to them if they have been given monkey biscuits from early on in their life they will eat them though squirrel monkeys do have the biggest brain to body ratio she's nuts if she thinks they are the smarter monkey or that they really are smarter than humans,Animal Welfare Concern,0.9378399848937988
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",Ugxyq_tmxGBePemgzNB4AaABAg,"I LOVE to see a video explaining why monkeys do NOT make good pets!!!! Tic Toc is breaking my heart with all the pet monkey videos and seeing first hand what little enrichment they get, the processed and sugary foods they eat, the being bound on leashes or imprisoned by cages. They belong in their family groups if their own species! It’s terrible that humans have the capability of destroying an animals life for their own selfish reasons. 
Thank you for all you do for those little (non-human) primates!",2022-02-10T13:42:22Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),i love to see a video explaining why monkeys do not make good pets tic toc is breaking my heart with all the pet monkey videos and seeing first hand what little enrichment they get the processed and sugary foods they eat the being bound on leashes or imprisoned by cages they belong in their family groups if their own species it s terrible that humans have the capability of destroying an animals life for their own selfish reasons thank you for all you do for those little non human primates,Animal Welfare Concern,0.9983353614807129
YouTube,squirrel monkey pet,Primate,C_wSxGuDGdE,Do SQUIRREL MONKEYS make good PETS?,"Who hasn't dreamt about having a pet monkey? In this video, we look into what it actually takes to have a squirrel monkey as a pet ...",Ugzqgp1R3rOJL4h35a94AaABAg,"THANK YOU for going to her place, and putting high quality info out there! I'm in Canada, we're not allowed to have exotics like monkeys as pets (which is how it should be - dogs & cats have been domesticated , and each side getting advantages - for thousands & thousands & thousands of years!). Monkeys as pets have been maybe the last hundred years (and chimps & orangs, due to the long time their babies are babies, therefore manageable by a human, because they're just babies).
It SHOULD be outlawed. PRIMATES ARE NOT PETS.
PERIOD. 
FULL STOP.
Imagine if we could go buy fully adult humans as pets -- it's insane, but it's the same thing, which means it is equally as insane.
It is cruelty to animals to take a monkey or ape from their family &/or troop. If anyone suggested to these people that they should have a wild bumblebee as a pet ... they would say ""LUDICROUS! They need their queen & their hive!!"" .... but isn't it the same thing? Why is a bumblebee given the freedom & not a different form of highly intelligent life form. We already know that Orcas belong with their families, and NOT in a tank that is barely the size of a human's kitchen sink by scale (imagine a human trying to fit & live in an ""enclosure"" the size of a kitchen sink -- it's ridiculous. But the same thing -- especially if these Squirrel & Spider monkey owners are jamming them into a large birdcage. Or large Guinea Pig cage!).

THANK YOU for going & learning about these animals, for learning even how they co-exist in their new troops AND for publicly airing, without giving in to sponsors of whatever company makes ""monkey biscuits"", because ya just know it's a conglomerate that owns all the usual worldwide brand names!)",2022-11-02T03:10:51Z,https://www.youtube.com/watch?v=C_wSxGuDGdE,US,US (text signal),thank you for going to her place and putting high quality info out there i'm in canada we're not allowed to have exotics like monkeys as pets which is how it should be dogs cats have been domesticated and each side getting advantages for thousands thousands thousands of years monkeys as pets have been maybe the last hundred years and chimps orangs due to the long time their babies are babies therefore manageable by a human because they're just babies it should be outlawed primates are not pets period full stop imagine if we could go buy fully adult humans as pets it's insane but it's the same thing which means it is equally as insane it is cruelty to animals to take a monkey or ape from their family or troop if anyone suggested to these people that they should have a wild bumblebee as a pet they would say ludicrous they need their queen their hive but isn't it the same thing why is a bumblebee given the freedom not a different form of highly intelligent life form we already know that orcas belong with their families and not in a tank that is barely the size of a human's kitchen sink by scale imagine a human trying to fit live in an enclosure the size of a kitchen sink it's ridiculous but the same thing especially if these squirrel spider monkey owners are jamming them into a large birdcage or large guinea pig cage thank you for going learning about these animals for learning even how they co exist in their new troops and for publicly airing without giving in to sponsors of whatever company makes monkey biscuits because ya just know it's a conglomerate that owns all the usual worldwide brand names,Animal Welfare Concern,0.588534414768219
YouTube,squirrel monkey pet,Primate,mvUvejs6jA8,pt 1 #madlovesripley #squirrelmonkey #monkey #beauty #viral #monkeyvideo #animals #cute #funny #love,,Ugw2nJj-YUR8xTxZwet4AaABAg,I have reef tanks and bulldogs... Your animals are well looked after. Your care makes me feel bad for monkeys born in nature.,2025-04-06T12:20:44Z,https://www.youtube.com/watch?v=mvUvejs6jA8,US,US (text signal),i have reef tanks and bulldogs your animals are well looked after your care makes me feel bad for monkeys born in nature,Animal Welfare Concern,0.9878470301628113
YouTube,squirrel monkey pet,Primate,IJj3sNnTLx8,Life of owning a monkey✨❤️🐒 #short #pet #monkey #grwm #beauty #makeup #monkey #baby #kid #animals,,UgyYwbv1rfYJJg1fZLV4AaABAg,Most people will underestimate just how difficult it is and the sacrifices u have to make.  They may think they can keep it in another room but then they would have a stressed and very sick monkey.,2024-02-23T16:40:48Z,https://www.youtube.com/watch?v=IJj3sNnTLx8,US,US (text signal),most people will underestimate just how difficult it is and the sacrifices u have to make they may think they can keep it in another room but then they would have a stressed and very sick monkey,Animal Welfare Concern,0.9924300909042358
YouTube,squirrel monkey pet,Primate,IJj3sNnTLx8,Life of owning a monkey✨❤️🐒 #short #pet #monkey #grwm #beauty #makeup #monkey #baby #kid #animals,,UgwRHcT-Ia8aUAzL73t4AaABAg,"Monkeys are not meant to be ""pets."" It is in dogs' DNA to share our lives, but no other animal shares this. We are meant to live in harmony with the earth and her wild things, not to dominate them. A monkey is meant to live in a house just like a human is not meant to live on the ocean floor. Can it be done? Yep. Doesnt mean it SHOULD be done. Allow wild things to stay wild, please. The world is not ours, it belongs to all the wild creatures. We're lucky enough to share it for a tiny amount of time. Not sure where we got the idea this planet is ours but it's time to change our thinking.",2024-02-26T15:31:01Z,https://www.youtube.com/watch?v=IJj3sNnTLx8,US,US (text signal),monkeys are not meant to be pets it is in dogs' dna to share our lives but no other animal shares this we are meant to live in harmony with the earth and her wild things not to dominate them a monkey is meant to live in a house just like a human is not meant to live on the ocean floor can it be done yep doesnt mean it should be done allow wild things to stay wild please the world is not ours it belongs to all the wild creatures we're lucky enough to share it for a tiny amount of time not sure where we got the idea this planet is ours but it's time to change our thinking,Animal Welfare Concern,0.7768452167510986
YouTube,squirrel monkey pet,Primate,o1mOmE5w3Y4,So chaotic😂❤️#beauty #baby #squirrelmonkey #car #animal #monkey #viral #madlovesripley #monkeyvideo,,UgyuISOaRxQx50pM8494AaABAg,"Once you look at life as ""objects"" (something you can profit or buy) you can do everything you want to it. 
I am not saying that she is the problem that causes the wild animals trafficking. But, she and others exotic animals buyers are feeding the chain that sustain this disgusting problem.
How they do that? Advertising by videos that you can have one of those too.

So I am not attacking her or the monkeys, instead I am trying to make people aware of what they are doing, specially because some people take out the animal's dignity and autonomy by transforming it into a pet. A Pet that rely completelly on a human to be fed. A pet that need to be corrected in their stressed signals (""bad behaviors"") when thats what they do in their habitats in order to survive as an Wild Animal.😢",2024-05-07T05:46:08Z,https://www.youtube.com/watch?v=o1mOmE5w3Y4,US,US (text signal),once you look at life as objects something you can profit or buy you can do everything you want to it i am not saying that she is the problem that causes the wild animals trafficking but she and others exotic animals buyers are feeding the chain that sustain this disgusting problem how they do that advertising by videos that you can have one of those too so i am not attacking her or the monkeys instead i am trying to make people aware of what they are doing specially because some people take out the animal's dignity and autonomy by transforming it into a pet a pet that rely completelly on a human to be fed a pet that need to be corrected in their stressed signals bad behaviors when thats what they do in their habitats in order to survive as an wild animal,Animal Welfare Concern,0.9026095867156982
YouTube,vervet monkey pet,Primate,Fu6dOfXfavM,"Baby orphan monkeys rescued, kept as pets, causing double trauma and integration nightmare.","Donald and Adam, two little baby monkeys, rescued a tale of what not to do when you are trying to help and end up causing more ...",UgxMwxbx8akz38TOgAF4AaABAg,"I hope it was made very clear to the people who brought them in acting so full of themselves and so contemptuous of the young lady taking them in just how very STUPID and CRUEL what they did was.  I understand if she didn't, because if the Karens got offended they may not have let them go. But I'm so happy Dave did a voiceover telling everybody how it is, and calling them out for acting so proud of an act of utter stupidity.  

""Cages?  But we let them sleep with us... don't you have a bigger space?  We let them run all over the house.  This little one you have in a cage doesn't like it.  Quarantine?!  But for how long?""

Okay, tou two, she knows a lot more than you do, so listen to her!  I hope they watch this video and see how sad and traumatized they are, and that it's their fault for being selfish and not giving them up as soon as they got them. 

I'm sorry, their attitudes just made me so angry, acting like the staff weren't treating the monkeys in their care right.",2025-07-02T21:39:50Z,https://www.youtube.com/watch?v=Fu6dOfXfavM,US,US (text signal),i hope it was made very clear to the people who brought them in acting so full of themselves and so contemptuous of the young lady taking them in just how very stupid and cruel what they did was i understand if she didn't because if the karens got offended they may not have let them go but i'm so happy dave did a voiceover telling everybody how it is and calling them out for acting so proud of an act of utter stupidity cages but we let them sleep with us don't you have a bigger space we let them run all over the house this little one you have in a cage doesn't like it quarantine but for how long okay tou two she knows a lot more than you do so listen to her i hope they watch this video and see how sad and traumatized they are and that it's their fault for being selfish and not giving them up as soon as they got them i'm sorry their attitudes just made me so angry acting like the staff weren't treating the monkeys in their care right,Animal Welfare Concern,0.9904682636260986
YouTube,vervet monkey pet,Primate,Fu6dOfXfavM,"Baby orphan monkeys rescued, kept as pets, causing double trauma and integration nightmare.","Donald and Adam, two little baby monkeys, rescued a tale of what not to do when you are trying to help and end up causing more ...",Ugxr7zl6bVSrlNQ9keB4AaABAg,"These two people are absolutely what’s wrong in this world!  The volunteer was great with them.  I wouldn’t have been as kind!
Seriously, how do they not see the abuse they are perpetrating!",2025-11-14T06:40:16Z,https://www.youtube.com/watch?v=Fu6dOfXfavM,US,US (text signal),these two people are absolutely what s wrong in this world the volunteer was great with them i wouldn t have been as kind seriously how do they not see the abuse they are perpetrating,Animal Welfare Concern,0.9472836256027222
YouTube,vervet monkey pet,Primate,uz5Svvk9di0,Watch This Injured Baby Vervet Monkey Bounce Back To Life | The Dodo,"The moment he bit the banana, they knew he was gonna be OK We talked to Rumbles' rescuer, Lexi from ...",UgxnM-gGorcQOCoUnCR4AaABAg,I am so glad he made a full recovery. So sorry that precious baby had to go through so much pain and fear. God bless everyone who helped him and anyone who takes the time to help an animal in need.,2025-05-21T21:05:16Z,https://www.youtube.com/watch?v=uz5Svvk9di0,US,US (text signal),i am so glad he made a full recovery so sorry that precious baby had to go through so much pain and fear god bless everyone who helped him and anyone who takes the time to help an animal in need,Animal Welfare Concern,0.9873932600021362
YouTube,vervet monkey pet,Primate,OSO6-8_ajsE,baby orphan monkeys all in a row,"if we hold each other tight, we will always be together.",Ugx2PrZ2k0VNg65_N_d4AaABAg,They are all in a roll because they are clinging to each other due to fear. It’s heartbreaking to see innocent animals living in fear.,2025-08-26T16:59:20Z,https://www.youtube.com/watch?v=OSO6-8_ajsE,US,US (text signal),they are all in a roll because they are clinging to each other due to fear it s heartbreaking to see innocent animals living in fear,Animal Welfare Concern,0.996434211730957
YouTube,vervet monkey pet,Primate,61sh6N7o4RU,The first baby baboon of the season,"This little baby baboon lost its mom we assume to shooting, luckily the vets know who to call and who could get this one expert ...",UgxdUT_axRGxnV_zzMt4AaABAg,I love these babies but in NO WAY should ever be ones pet. That’s unacceptable and inhumane,2025-11-27T05:08:31Z,https://www.youtube.com/watch?v=61sh6N7o4RU,US,US (text signal),i love these babies but in no way should ever be ones pet that s unacceptable and inhumane,Animal Welfare Concern,0.9956852793693542
YouTube,vervet monkey pet,Primate,VivzuMuBtxA,Vervet monkeys are naturally curious.. www.monkeyhelpline.co.za,"Vervet babies are naturally curious about everything they see and find. They are already very intelligent from the day they're born, ...",UgysFHdjADpJrL_7Cmp4AaABAg,"They are so adorable!! They are so much like human children with that natural curiosity and penchant to explore and experience the world around them..learning about everything by touching and feeling and tasting everything! Though it is sad that there is such a necessity for you to do the work you do and must surely be heartbreaking much of the time (i know it is as i have seen both you and your husband exhibit that heartbreak several times on a few of your videos) but at the same time it must fill your heart with joy and be so awesome to raise these little ones, see their cuteness and the funny little things they do as they explore, to be the one they run to when frightened or unsure of themselves and to experience that look in their face that one can only experience with baby humans and other baby primates...that look of love (and i know many say that does not exist for non human primates but they certainly experience something very close to it if not) and adoration when they look into your eyes and face as they seek guidance in this big world...that you only experience with one when you are having to play substitute mom for them...keep up the awesome work guys!!",2017-12-01T10:05:04Z,https://www.youtube.com/watch?v=VivzuMuBtxA,US,US (text signal),they are so adorable they are so much like human children with that natural curiosity and penchant to explore and experience the world around them learning about everything by touching and feeling and tasting everything though it is sad that there is such a necessity for you to do the work you do and must surely be heartbreaking much of the time i know it is as i have seen both you and your husband exhibit that heartbreak several times on a few of your videos but at the same time it must fill your heart with joy and be so awesome to raise these little ones see their cuteness and the funny little things they do as they explore to be the one they run to when frightened or unsure of themselves and to experience that look in their face that one can only experience with baby humans and other baby primates that look of love and i know many say that does not exist for non human primates but they certainly experience something very close to it if not and adoration when they look into your eyes and face as they seek guidance in this big world that you only experience with one when you are having to play substitute mom for them keep up the awesome work guys,Animal Welfare Concern,0.5102524161338806
YouTube,vervet monkey pet,Primate,EooXzZr1GCs,Tiny Monkey Gets Rescued From A Petting Zoo | The Dodo,He'd never been outside of a cage before — and now he spends all his time outside eating flowers and climbing trees Keep up ...,UgyapiufwoWOM-25ecF4AaABAg,"Im sad he can’t live a free monkey life, and that he ever had to live in such a sad state caged at a petting zoo, but I’m so happy that he can at least spend the rest of his life being well cared for and treated with love.",2025-01-02T21:26:08Z,https://www.youtube.com/watch?v=EooXzZr1GCs,US,US (text signal),im sad he can t live a free monkey life and that he ever had to live in such a sad state caged at a petting zoo but i m so happy that he can at least spend the rest of his life being well cared for and treated with love,Animal Welfare Concern,0.9950321912765503
YouTube,vervet monkey pet,Primate,EooXzZr1GCs,Tiny Monkey Gets Rescued From A Petting Zoo | The Dodo,He'd never been outside of a cage before — and now he spends all his time outside eating flowers and climbing trees Keep up ...,UgzwJYKekAGjX6FEH4p4AaABAg,"Thank you so much for rescuing him.  I wish he had other monkeys to play with, however.  At least he's not cooped up in a cage and is able to enjoy freedom and fresh air.",2025-01-03T06:45:30Z,https://www.youtube.com/watch?v=EooXzZr1GCs,US,US (text signal),thank you so much for rescuing him i wish he had other monkeys to play with however at least he's not cooped up in a cage and is able to enjoy freedom and fresh air,Animal Welfare Concern,0.9641108512878418
YouTube,vervet monkey pet,Primate,EooXzZr1GCs,Tiny Monkey Gets Rescued From A Petting Zoo | The Dodo,He'd never been outside of a cage before — and now he spends all his time outside eating flowers and climbing trees Keep up ...,UgwdQvHg89y8pEYK6Fp4AaABAg,"Everytime an animal is rescued from a petting zoo, from being held hostage their entire lives, i just think about all the animals who spent their entire lives in captivity. No animal deserves that. I am happy for this little one though, that shot of him in the tree is so beautiful im tearing up 😭 I hope he lives a long happy life 💗💗",2025-01-03T14:10:21Z,https://www.youtube.com/watch?v=EooXzZr1GCs,US,US (text signal),everytime an animal is rescued from a petting zoo from being held hostage their entire lives i just think about all the animals who spent their entire lives in captivity no animal deserves that i am happy for this little one though that shot of him in the tree is so beautiful im tearing up i hope he lives a long happy life,Animal Welfare Concern,0.9837225079536438
YouTube,vervet monkey pet,Primate,EooXzZr1GCs,Tiny Monkey Gets Rescued From A Petting Zoo | The Dodo,He'd never been outside of a cage before — and now he spends all his time outside eating flowers and climbing trees Keep up ...,Ugyl6qxa5kGy1SdzWsV4AaABAg,"Thank God there are Wonderful people like this lady & her associates, they & all rescue people work so hard & selflessly to save these poor animals, which humans should have left alone in the first place. 🙏 ❤",2025-01-03T02:19:06Z,https://www.youtube.com/watch?v=EooXzZr1GCs,US,US (text signal),thank god there are wonderful people like this lady her associates they all rescue people work so hard selflessly to save these poor animals which humans should have left alone in the first place,Animal Welfare Concern,0.9920581579208374
YouTube,vervet monkey pet,Primate,JTWYjrSxVfQ,"Baby monkey stories we will never know, they are safe now","Kent & Beanie our two newest baby monkey arrivals, Kents story will always be a mystery, Beanie one cant imagine what its like to ...",Ugy4eNGedFOMN0Sqdsp4AaABAg,The milk will flow as quickly or as slowly as that cap is tightened.. the looser the quicker because air can enter and release the vacuum created by suckling .. the tighter the slower requiring baby monkey to suckle for only a few sucks at a time due to the high vacuum suction that makes milk flow impossible and tilting the bottle to make sure milk is completely filling the nipple area is so important because baby monkeys expend energy and calories suckling and if they are working hard at trying to get the milk and only getting air they can get pretty bad colicky tummy pain. There are bottles that are bent at the top for just this reason if you need any let me know ... I can actually I'll locate and ship them to you with the smaller nipples .. have a great day guys,2026-02-05T02:10:40Z,https://www.youtube.com/watch?v=JTWYjrSxVfQ,US,US (text signal),the milk will flow as quickly or as slowly as that cap is tightened the looser the quicker because air can enter and release the vacuum created by suckling the tighter the slower requiring baby monkey to suckle for only a few sucks at a time due to the high vacuum suction that makes milk flow impossible and tilting the bottle to make sure milk is completely filling the nipple area is so important because baby monkeys expend energy and calories suckling and if they are working hard at trying to get the milk and only getting air they can get pretty bad colicky tummy pain there are bottles that are bent at the top for just this reason if you need any let me know i can actually i'll locate and ship them to you with the smaller nipples have a great day guys,Animal Welfare Concern,0.6921219825744629
YouTube,vervet monkey pet,Primate,Q5CzptzUffc,PavPav Jealous Baby Titas,babymonkey #lovely #cute PavPav Jealous Baby Titas Welcome All Everybody To Visit My New Channel Of Ky Sokkim And Baby ...,UgwWqWdyP0txwtpTa7x4AaABAg,"She shouldn’t have them if she can’t control or take care of them equally . Thats so sad she sits there like a zombie and just dries the baby , why not interact with feeding or other activity , just drying one monkey and seeing them fight and her sit there and her watch is disgusting 🤮 !",2024-04-20T12:22:47Z,https://www.youtube.com/watch?v=Q5CzptzUffc,US,US (text signal),she shouldn t have them if she can t control or take care of them equally thats so sad she sits there like a zombie and just dries the baby why not interact with feeding or other activity just drying one monkey and seeing them fight and her sit there and her watch is disgusting,Animal Welfare Concern,0.9979251623153687
YouTube,bush baby pet,Primate,rF6RVxXRGw0,This Bush Baby Can Jump Like A Superhero #animals #bushbaby #cute,,UgzN5Dnet6Hm6HxIz_l4AaABAg,They are NOT meant to be pets!!! They are wild animals that thrive in the wild,2025-09-19T14:51:26Z,https://www.youtube.com/watch?v=rF6RVxXRGw0,US,US (text signal),they are not meant to be pets they are wild animals that thrive in the wild,Animal Welfare Concern,0.7847317457199097
YouTube,bush baby pet,Primate,AssfP7v5OWA,Bush baby #animals #cute #bushbaby,,UgweLvrRzLhH7WJJQx54AaABAg,"""Bush Babies"" are not a good pet. They need a lot of attention and enrichment for them to be happy and stay healthy. In captivity they have been known to live to 20 years. They eat fruits, tree gum, and insects. They don't always get  along with other family pets because they are very territorial. It is very difficult to potty-train them. Some species of these bush babies are endangered.  One must remember, these are wild animals. Not domesticated animals. Should a female give birth, the female will be extremely aggressive fending off intruders from getting to their babies. They are beautiful animals but they should remain in the wild.",2025-01-07T16:54:17Z,https://www.youtube.com/watch?v=AssfP7v5OWA,US,US (text signal),bush babies are not a good pet they need a lot of attention and enrichment for them to be happy and stay healthy in captivity they have been known to live to 20 years they eat fruits tree gum and insects they don't always get along with other family pets because they are very territorial it is very difficult to potty train them some species of these bush babies are endangered one must remember these are wild animals not domesticated animals should a female give birth the female will be extremely aggressive fending off intruders from getting to their babies they are beautiful animals but they should remain in the wild,Animal Welfare Concern,0.9732661247253418
YouTube,bush baby pet,Primate,Sl17CW3wMTE,Bush Baby: The Pet Everyone Wants,Bush babies are popular on social media but can they be pets? More Information: ...,Ugwhtf4IXxhjI1-NBwx4AaABAg,"Don't do it.  Wild animals deserve to live in the wild, or at most be in zoos cared for by professionals.  The ""exotic pet"" trade is destroying wild populations.  If we don't make more laws protecting wild animals soon, many will suffer and many will go extinct in the wild.",2025-09-15T22:52:23Z,https://www.youtube.com/watch?v=Sl17CW3wMTE,US,US (text signal),don't do it wild animals deserve to live in the wild or at most be in zoos cared for by professionals the exotic pet trade is destroying wild populations if we don't make more laws protecting wild animals soon many will suffer and many will go extinct in the wild,Animal Welfare Concern,0.9958093762397766
YouTube,bush baby pet,Primate,A8-kVLzIKyU,Adorable Bush Baby Compilation | Bush Babies as Pets,"This adorable bush baby compilation shows bush babies as pets, showing why they are such amazing animals. This is the best ...",UgwZ1a7npL3pQvdGQfx4AaABAg,I volunteered at VMF (Vervet Monkey Foundation) and every now and then we would get baby bush babies in to take care then after they get big enough to care for itself we set it free,2022-09-13T12:49:05Z,https://www.youtube.com/watch?v=A8-kVLzIKyU,US,US (text signal),i volunteered at vmf vervet monkey foundation and every now and then we would get baby bush babies in to take care then after they get big enough to care for itself we set it free,Animal Welfare Concern,0.8867150545120239
YouTube,bush baby pet,Primate,36QDJjjtMYE,Bushbaby Care,Hi guys! This is a simpple video going on the basics of galago care. This video isn't in depth but if you have any questions please ...,UgxHt75KIlrNX2-zbZR4AaABAg,Hey I bought a baby galago that was raised almost 2 months in a cage with no human contact. Any advice of how to make it less scared of people..... I’ve been feeding and cleaning after it but he is too scared to get close to me even in cage. I need help with this situation as it is my first primate.,2019-09-14T07:33:09Z,https://www.youtube.com/watch?v=36QDJjjtMYE,US,US (text signal),hey i bought a baby galago that was raised almost 2 months in a cage with no human contact any advice of how to make it less scared of people i ve been feeding and cleaning after it but he is too scared to get close to me even in cage i need help with this situation as it is my first primate,Animal Welfare Concern,0.9875892996788025
YouTube,kinkajou pet,Primate,ddQqXPHXhqg,Not your Average Pet: Meet a Kinkajou in Saginaw,"Custom Creatures, located at 2750 Bay Street, Suite 4, in Saginaw, offers a variety of unique pets. Kinkajous are a relative of the ...",UgxE7R_FeCUiVZWFavJ4AaABAg,Caging that primate in such a small cage is wrong,2025-09-10T12:22:55Z,https://www.youtube.com/watch?v=ddQqXPHXhqg,US,US (text signal),caging that primate in such a small cage is wrong,Animal Welfare Concern,0.9986698031425476
