platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,conservation_type,conservation_score,conservation_subtheme,final_category
YouTube,capuchin monkey pet,Primates,WSpbHWqsWn8,How To Cook For A Monkey @myrtlebeachsafari,,UgzK8udA2KbH-ZZy1Qx4AaABAg,Of course after I watch a documentary about “Travis the Chimp” this made me fear for him the entire video,2024-06-16T16:54:43Z,https://www.youtube.com/watch?v=WSpbHWqsWn8,US,US (text signal),of course after i watch a documentary about travis the chimp this made me fear for him the entire video,Conservation Concern,0.9730620384216309,Endangered Species Awareness,Primates
YouTube,capuchin monkey pet,Primates,19LTRSerxhs,Capuchin Monkeys The Clever Comedians of the Wild #CapuchinMonkey #CleverPrimates #WildlifeWonder,"Meet the Capuchin Monkeys, the clever comedians of the wild! ✨ Known for their sharp intelligence and playful antics, these ...",Ugw0DcCjLYKEQpb2nvp4AaABAg,"I love monkeys. Especially capuchins. We had one while I was growing up. And there was someone who had another one who live a short way away.

They are very clever, and if they are treated with love, the proper diet, and enough space for them, they are delightful. They live a long time in captivity. Just remember that it IS captivity. They do not belong there. They belong in the wild, sanctuary or zoo. BTW, zoo's of today are NOT like the ones in previous decades. The more that is learned about primates, the more their surroundings are made to fit them.",2025-09-11T05:14:23Z,https://www.youtube.com/watch?v=19LTRSerxhs,US,US (text signal),i love monkeys especially capuchins we had one while i was growing up and there was someone who had another one who live a short way away they are very clever and if they are treated with love the proper diet and enough space for them they are delightful they live a long time in captivity just remember that it is captivity they do not belong there they belong in the wild sanctuary or zoo btw zoo's of today are not like the ones in previous decades the more that is learned about primates the more their surroundings are made to fit them,Conservation Concern,0.900617241859436,Endangered Species Awareness,Primates
YouTube,capuchin monkey pet,Primates,AgKxMJOm1GU,Capuchin monkey 🙊💕💕 #animalove #animallife #cute #monkey,,UgyMaxaO_15k3HlEwTN4AaABAg,"What a shame,an animal that was probably taken from her mother not long after being born because some person wanted a pet monkey. These animals belong in the wild,or a sanctuary,w/other Capuchin monkeys",2025-09-19T06:19:11Z,https://www.youtube.com/watch?v=AgKxMJOm1GU,US,US (text signal),what a shame an animal that was probably taken from her mother not long after being born because some person wanted a pet monkey these animals belong in the wild or a sanctuary w other capuchin monkeys,Conservation Concern,0.9989433288574219,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,AgKxMJOm1GU,Capuchin monkey 🙊💕💕 #animalove #animallife #cute #monkey,,UgxneFVjU6yaXzaoVLB4AaABAg,"They are brilliant, but they should be in the wild, not doing chores in your house. I hope he's a rescue. Even so, there are places for rescues where they can live with their own kind. This video pushes Capuchins as pets.",2025-07-27T03:11:44Z,https://www.youtube.com/watch?v=AgKxMJOm1GU,US,US (text signal),they are brilliant but they should be in the wild not doing chores in your house i hope he's a rescue even so there are places for rescues where they can live with their own kind this video pushes capuchins as pets,Conservation Concern,0.9636091589927673,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,bS4W2BTGTO4,Spider Monkey Treat Time || ViralHog,"Occurred on October 28, 2018 / Grand Island, Nebraska, USA ""This is Bae, my 3-Year-old spider monkey. He has recently learned ...",UgztusIqdIF3QEJ4MJ14AaABAg,"Absurdo. Macaco aranha pertence à floresta Amazônica. Animais selvagens não são animais domésticos. Não contribuam para o contrabando de animais. Protejam os animais. Não contribuam para o sofrimento deles. O lugar do macaco aranha é na floresta Amazônica, junto à família dele!",2025-09-01T02:07:24Z,https://www.youtube.com/watch?v=bS4W2BTGTO4,US,US (text signal),absurdo macaco aranha pertence floresta amaz nica animais selvagens n o s o animais dom sticos n o contribuam para o contrabando de animais protejam os animais n o contribuam para o sofrimento deles o lugar do macaco aranha na floresta amaz nica junto fam lia dele,Conservation Concern,0.9938250184059143,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,9nGkkSnMu28,The monkey did not see this twist coming 😲,,UgyY04ajQBNgtzwqwst4AaABAg,That smile of the monkey in the end ..,2025-02-16T08:42:41Z,https://www.youtube.com/watch?v=9nGkkSnMu28,US,US (text signal),that smile of the monkey in the end,Conservation Concern,0.9350506067276001,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,gnRzp3cUWuw,He Treats His Pet Monkey Like a Brother 🥹,This heartwarming short video shows the unbreakable bond between a little boy and his pet monkey. He treats the monkey not as ...,Ugxnla9SgmY1BKJU_nl4AaABAg,Or the monkey is abused and doesn't like to eat dragonfruit because it isn't monkey's natural food.,2025-05-10T10:56:46Z,https://www.youtube.com/watch?v=gnRzp3cUWuw,US,US (text signal),or the monkey is abused and doesn't like to eat dragonfruit because it isn't monkey's natural food,Conservation Concern,0.9546051025390625,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,gnRzp3cUWuw,He Treats His Pet Monkey Like a Brother 🥹,This heartwarming short video shows the unbreakable bond between a little boy and his pet monkey. He treats the monkey not as ...,UgyQePnqoLvEKSm7KA94AaABAg,"That little boy shouldnt be near that macaque nor let it touch him. Scientists and vets say donot be in contact with Macaques, they have diseases that can k*11 a human being  and the parents risk their own son's life for a few views",2025-12-05T14:47:04Z,https://www.youtube.com/watch?v=gnRzp3cUWuw,US,US (text signal),that little boy shouldnt be near that macaque nor let it touch him scientists and vets say donot be in contact with macaques they have diseases that can k 11 a human being and the parents risk their own son's life for a few views,Conservation Concern,0.851397693157196,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,Lxy3pwyDzUg,Capuchin Monkey Morning Bath Time! (DOUBLE MONKEY BATH),Watch these cute capuchin monkeys take a hot bath to get the day started right! MonkeyHappy the pet baby monkey invites his big ...,UgzYhqnRzHaaJqln3gt4AaABAg,"Wow. I certainly give you a lot of credit Pete. I’ve been watching your videos for years now and I think people underestimate the work involved in looking after capuchin monkeys properly. A lot of work, training, affection, and being educated on their overall health and well being is so important. Boo and Happy always look so clean and happy and I know how careful you are with their diets as well. Love your videos.  They always make me smile !  😘💕🐒❤️",2019-09-15T12:40:05Z,https://www.youtube.com/watch?v=Lxy3pwyDzUg,US,US (text signal),wow i certainly give you a lot of credit pete i ve been watching your videos for years now and i think people underestimate the work involved in looking after capuchin monkeys properly a lot of work training affection and being educated on their overall health and well being is so important boo and happy always look so clean and happy and i know how careful you are with their diets as well love your videos they always make me smile,Conservation Concern,0.7595822215080261,Endangered Species Awareness,Primates
YouTube,capuchin monkey pet,Primates,uWQOvac5vV4,"Every morning, Kiky the chimp needs a hug before breakfast! 🥰🙈❤️",Let's join together in following the growth of little Kiky the chimpanzee! ✨     From the moment Kiky opened its tiny eyes to the ...,Ugw04T6LG10tcr79vop4AaABAg,No life for chimps in captivity. Where are his family???,2025-12-05T00:24:24Z,https://www.youtube.com/watch?v=uWQOvac5vV4,US,US (text signal),no life for chimps in captivity where are his family,Conservation Concern,0.9928508996963501,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,uWQOvac5vV4,"Every morning, Kiky the chimp needs a hug before breakfast! 🥰🙈❤️",Let's join together in following the growth of little Kiky the chimpanzee! ✨     From the moment Kiky opened its tiny eyes to the ...,UgyoU3PBcQtHOz5XPPN4AaABAg,"Spero che ti rendi conto che questo scimpanzé crescerà e loro sono molto difficili da gestire.Lo dovresti castrare, altrimenti avrà bisogno di una compagna e non penso che tu ti vuoi fare uno zoo a casa Prima di comprarti un animale,pensa delle conseguenze.Poi vedo che lo nutri con coca cola e dolci .Ma ti rendi conto che lo stai distruggendo questo povero animale?",2025-07-22T23:03:42Z,https://www.youtube.com/watch?v=uWQOvac5vV4,US,US (text signal),spero che ti rendi conto che questo scimpanz crescer e loro sono molto difficili da gestire lo dovresti castrare altrimenti avr bisogno di una compagna e non penso che tu ti vuoi fare uno zoo a casa prima di comprarti un animale pensa delle conseguenze poi vedo che lo nutri con coca cola e dolci ma ti rendi conto che lo stai distruggendo questo povero animale,Conservation Concern,0.6856864094734192,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,nNzot1o-BG0,I Got A Pet Monkey!,,UgwDqfv0pZBGdGRERG14AaABAg,Is that drake in the back,2025-06-15T13:49:39Z,https://www.youtube.com/watch?v=nNzot1o-BG0,US,US (text signal),is that drake in the back,Conservation Concern,0.9032942056655884,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,MY4y-vsnJg0,The Greatest Pet Monkey Ever 🙉,Subscribe For Awesome Shorts ! #shorts #animals #youtube.,Ugyj3PTquVn77-EXGth4AaABAg,"These amazing animals should not be kept as pets. I know ppl will say that they won’t survive in the wild etc but there’s sanctuaries and zoo’s who deal with conservation of these monkeys. 

Trading wild creatures needs to be illegal.",2025-04-28T03:24:38Z,https://www.youtube.com/watch?v=MY4y-vsnJg0,US,US (text signal),these amazing animals should not be kept as pets i know ppl will say that they won t survive in the wild etc but there s sanctuaries and zoo s who deal with conservation of these monkeys trading wild creatures needs to be illegal,Conservation Concern,0.9996861815452576,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",Ugx3J5QAQzd-z9cNNnF4AaABAg,NO WAY. They belong in the wild,2025-03-31T14:22:06Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),no way they belong in the wild,Conservation Concern,0.9790157079696655,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",Ugxh9br0365KNCmeoRJ4AaABAg,That monkey in the thumbnail is NOT smiling! That’s a face threat (aka fear grimace),2024-12-21T15:29:21Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),that monkey in the thumbnail is not smiling that s a face threat aka fear grimace,Conservation Concern,0.942717969417572,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",Ugzm90apgWt-XdYDJYJ4AaABAg,"NO, NO, NO!!  PRIMATES ARE NOT PETS! They should be with their families in their natural habitats.  IT'S SELFISH!",2025-04-14T02:50:32Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),no no no primates are not pets they should be with their families in their natural habitats it's selfish,Conservation Concern,0.9443310499191284,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,z7JtdjPWcgE,Top 3 BEST Monkey Breeds to own as pets #spidermonkey  #fingermonkey #capuchinmonkey #petmonkey,"Get ready to embark on a journey into the world of adorable monkey breeds! In this video, we unveil the top 3 best monkey breeds ...",UgzgvSg9rohYG_th6w94AaABAg,Animal poachers literally KILL the mother spider monkey then take its babies. They are then shipped over the boarder to be sold. It is a brutal and illegal process and no one in their right mind should be supporting these animal abusers!,2025-10-29T00:05:29Z,https://www.youtube.com/watch?v=z7JtdjPWcgE,US,US (text signal),animal poachers literally kill the mother spider monkey then take its babies they are then shipped over the boarder to be sold it is a brutal and illegal process and no one in their right mind should be supporting these animal abusers,Conservation Concern,0.9994034767150879,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,x5uhHX-GZzE,Cutest Baby Capuchin Monkey Ever!! 😍🐒,SUBSCRIBE for more Prehistoric Pets! - http://bit.ly/subprehistoricpets Watch the latest: ...,UgxbAYmG2y_PI1Eytfp4AaABAg,"Him: look at this cute little *baby* monkey 🥰

The Capuchin: I AM A GROWN ASS MA-",2024-11-16T15:19:30Z,https://www.youtube.com/watch?v=x5uhHX-GZzE,US,US (text signal),him look at this cute little baby monkey the capuchin i am a grown ass ma,Conservation Concern,0.6424325704574585,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,laCKF16InO0,A DAY IN THE LIFE of My BABY MONKEYS!,Spend a day with my baby monkeys and me as I take you through their daily routine. From feeding and diaper change's to ...,UgwNiAMviIdcykbhvzV4AaABAg,can u plz name one of the baby emus Edith or Ember!🥺,2025-02-27T00:31:07Z,https://www.youtube.com/watch?v=laCKF16InO0,US,US (text signal),can u plz name one of the baby emus edith or ember,Conservation Concern,0.7151256799697876,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,laCKF16InO0,A DAY IN THE LIFE of My BABY MONKEYS!,Spend a day with my baby monkeys and me as I take you through their daily routine. From feeding and diaper change's to ...,Ugwk3JpMFd0pB4RGJJd4AaABAg,Monkeys are Not pets! Leave them in their own environment,2025-11-22T06:50:44Z,https://www.youtube.com/watch?v=laCKF16InO0,US,US (text signal),monkeys are not pets leave them in their own environment,Conservation Concern,0.9683812260627747,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,nTxTyIJ7oYM,The Monkey Mum,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 MONKEY MUM Pinky Janota is raising six monkeys at her home - and even ...,UgjYl9i1oxs69ngCoAEC,"It's nice that she takes care of them and all, but I kinda feel they should be free in the wild. But then again, there are poachers in the world.",2017-07-19T15:39:58Z,https://www.youtube.com/watch?v=nTxTyIJ7oYM,US,US (text signal),it's nice that she takes care of them and all but i kinda feel they should be free in the wild but then again there are poachers in the world,Conservation Concern,0.9988948106765747,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,nTxTyIJ7oYM,The Monkey Mum,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 MONKEY MUM Pinky Janota is raising six monkeys at her home - and even ...,Ugy2yJ1yGcIcx-oQ1Kd4AaABAg,There is no doubt these people are gems but freedom is priceless..these animals are not for cage but to be in open in nature,2019-05-05T13:08:14Z,https://www.youtube.com/watch?v=nTxTyIJ7oYM,US,US (text signal),there is no doubt these people are gems but freedom is priceless these animals are not for cage but to be in open in nature,Conservation Concern,0.980765700340271,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,nTxTyIJ7oYM,The Monkey Mum,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 MONKEY MUM Pinky Janota is raising six monkeys at her home - and even ...,UgiJ_bwMNKGDqHgCoAEC,"I see her good intentions but monkeys are NOT kids. They don't need those ridiculous clothes or to drink from a bottle. They need an actual natural environment with trees, dirt to play and some fresh air. She doesn't intend it, but as far as I know this is animal mistreating.",2017-01-18T12:44:00Z,https://www.youtube.com/watch?v=nTxTyIJ7oYM,US,US (text signal),i see her good intentions but monkeys are not kids they don't need those ridiculous clothes or to drink from a bottle they need an actual natural environment with trees dirt to play and some fresh air she doesn't intend it but as far as i know this is animal mistreating,Conservation Concern,0.9589625597000122,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,nTxTyIJ7oYM,The Monkey Mum,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 MONKEY MUM Pinky Janota is raising six monkeys at her home - and even ...,Ugzed-C6gre_Dso8fd14AaABAg,I think you and your family are doing a wonderful job so glad your family is taking in monkeys who need care they are just gorgeous 😍 keep up the great work 😊,2024-07-23T11:00:43Z,https://www.youtube.com/watch?v=nTxTyIJ7oYM,US,US (text signal),i think you and your family are doing a wonderful job so glad your family is taking in monkeys who need care they are just gorgeous keep up the great work,Conservation Concern,0.9426124691963196,Endangered Species Awareness,Primates
YouTube,capuchin monkey pet,Primates,OkkkPAE9KvE,Capuchin Monkeys | Wild Caribbean | BBC Earth,"Capuchin monkeys swing from the trees and forage for food in this clip from the acclaimed BBC TV series, 'Wild Caribbean'.",UgjglrCM-nRDpHgCoAEC,So cool to see them in their natural habitat instead of wearing diapers and clothes in someone's house. They are beautiful and amazing. They look like they can fly when they jump!,2014-08-12T00:00:43Z,https://www.youtube.com/watch?v=OkkkPAE9KvE,US,US (text signal),so cool to see them in their natural habitat instead of wearing diapers and clothes in someone's house they are beautiful and amazing they look like they can fly when they jump,Conservation Concern,0.9487276077270508,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,OkkkPAE9KvE,Capuchin Monkeys | Wild Caribbean | BBC Earth,"Capuchin monkeys swing from the trees and forage for food in this clip from the acclaimed BBC TV series, 'Wild Caribbean'.",UgyjGJPY86W0wMiEDTZ4AaABAg,They are in their paradise,2020-07-12T09:16:24Z,https://www.youtube.com/watch?v=OkkkPAE9KvE,US,US (text signal),they are in their paradise,Conservation Concern,0.8839892148971558,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,OkkkPAE9KvE,Capuchin Monkeys | Wild Caribbean | BBC Earth,"Capuchin monkeys swing from the trees and forage for food in this clip from the acclaimed BBC TV series, 'Wild Caribbean'.",UgxCJYyVG0d63bWI-M94AaABAg,In the jungle the mighty jungle the lion sleeps tonight 🎶🎶,2024-11-01T13:08:14Z,https://www.youtube.com/watch?v=OkkkPAE9KvE,US,US (text signal),in the jungle the mighty jungle the lion sleeps tonight,Conservation Concern,0.9219570159912109,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,OkkkPAE9KvE,Capuchin Monkeys | Wild Caribbean | BBC Earth,"Capuchin monkeys swing from the trees and forage for food in this clip from the acclaimed BBC TV series, 'Wild Caribbean'.",Ugy44NMNidozLpydfoh4AaABAg,Capuchiiiiiin monkeys mov’in,2020-04-05T20:21:55Z,https://www.youtube.com/watch?v=OkkkPAE9KvE,US,US (text signal),capuchiiiiiin monkeys mov in,Conservation Concern,0.9920311570167542,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,OkkkPAE9KvE,Capuchin Monkeys | Wild Caribbean | BBC Earth,"Capuchin monkeys swing from the trees and forage for food in this clip from the acclaimed BBC TV series, 'Wild Caribbean'.",UgwSSh3IhUFoHAmzQA94AaABAg,They remind me of Ross's monkey Marcel,2024-12-19T11:02:07Z,https://www.youtube.com/watch?v=OkkkPAE9KvE,US,US (text signal),they remind me of ross's monkey marcel,Conservation Concern,0.916857123374939,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,Ugw0JTWdsrogGPFFhNN4AaABAg,"Cute, isn't he?? Now imagine having a two yr old for 30-40yrs?? I help out at a primate sanctuary, all of our primates are from labs, or used to be pets, people dnt knw what they are getting into when buying pet monkeys..",2023-10-31T22:42:13Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),cute isn't he now imagine having a two yr old for 30 40yrs i help out at a primate sanctuary all of our primates are from labs or used to be pets people dnt knw what they are getting into when buying pet monkeys,Conservation Concern,0.9770445823669434,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,UgwXCgpWLAgm9OV3GEJ4AaABAg,"My very 1st thought was ""Oh, isn't Pica cute"".....that is, until I looked in the comments. I didn't realize monkeys are ""taught"" to walk that way by tying their hands back & probably putting weight in the backpack to prevent them from waking naturally on all fours.

Thank you for those posts, you have enlightened me. Idk, I guess I just hadn't thought of the actual situation in which Pica is likely living. I have learned something from you all & it has changed my opinion. No, this isn't ""cute"", it's actually quite sad. To think what this creature has been thru/endured already in his young life makes my heart ache. Poor thing.

Pica should be with his mother & own kind. He's a wild animal - not a pet & definitely not a tiny human. No way he'd be walking on 2 legs without being coerced to do so - it simply wouldn't happen otherwise.",2023-10-22T22:53:43Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),my very 1st thought was oh isn't pica cute that is until i looked in the comments i didn't realize monkeys are taught to walk that way by tying their hands back probably putting weight in the backpack to prevent them from waking naturally on all fours thank you for those posts you have enlightened me idk i guess i just hadn't thought of the actual situation in which pica is likely living i have learned something from you all it has changed my opinion no this isn't cute it's actually quite sad to think what this creature has been thru endured already in his young life makes my heart ache poor thing pica should be with his mother own kind he's a wild animal not a pet definitely not a tiny human no way he'd be walking on 2 legs without being coerced to do so it simply wouldn't happen otherwise,Conservation Concern,0.8782098293304443,Endangered Species Awareness,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,UgynjtfBmVA7E2bVcTd4AaABAg,I have always loved and wanted to own a monkey like this until now… I didn’t know what little Pika really has to endure… Though he is a very cute little monkey he deserves to be a cute little monkey in the wild.😢,2023-10-27T17:31:18Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),i have always loved and wanted to own a monkey like this until now i didn t know what little pika really has to endure though he is a very cute little monkey he deserves to be a cute little monkey in the wild,Conservation Concern,0.700727641582489,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,UgxFt_UINWu00MRHH754AaABAg,When I was a kid my uncle had a baby monkey that was abandoned at a doc in Hawaii. He raised it before a sanctuary was able to take it which turned out to be 6 years later. It was a Barbary Macaque. As a baby it carried a purse. She actually put things in it. Later it would take food from our plates and keep them in the purse. So many cute antics. From this experience I could see why they should not be pets. It is cruel.,2023-10-18T17:48:53Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,Hawaii,when i was a kid my uncle had a baby monkey that was abandoned at a doc in hawaii he raised it before a sanctuary was able to take it which turned out to be 6 years later it was a barbary macaque as a baby it carried a purse she actually put things in it later it would take food from our plates and keep them in the purse so many cute antics from this experience i could see why they should not be pets it is cruel,Conservation Concern,0.7641003727912903,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,UgxnLSLyUWAz0zhWVQR4AaABAg,Oh this is so sad..... That poor monkey should be with its mother in the wild.... not dressed up like a Prop!!!!,2023-10-16T17:06:19Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),oh this is so sad that poor monkey should be with its mother in the wild not dressed up like a prop,Conservation Concern,0.9824231266975403,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,UgzPbWPEChvGm2HILrh4AaABAg,Needs to be with his own kind in the jungle,2023-10-10T02:54:56Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),needs to be with his own kind in the jungle,Conservation Concern,0.8468945026397705,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,cjQV3OGTYdQ,This baby monkey likes to carry a backpack 😂 @MonkeyPika2610,,Ugwh_oh-5RQro5kpaJl4AaABAg,Sad most pet monkeys end up getting sold to scientists after a year or two,2023-10-10T02:33:27Z,https://www.youtube.com/watch?v=cjQV3OGTYdQ,US,US (text signal),sad most pet monkeys end up getting sold to scientists after a year or two,Conservation Concern,0.997398853302002,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,UgxmGehEYq8gNOIrhQJ4AaABAg,"So Xander was only allowed to be with his mother for three weeks. I've heard that monkeys spend their first year with their mother and this only got three weeks. Monkeys in their natural habitat live in colonies with complex relationships. I wonder what all the disruption and separation emotionally, developmentally and psychologically.",2023-04-12T22:23:36Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),so xander was only allowed to be with his mother for three weeks i've heard that monkeys spend their first year with their mother and this only got three weeks monkeys in their natural habitat live in colonies with complex relationships i wonder what all the disruption and separation emotionally developmentally and psychologically,Conservation Concern,0.5170831680297852,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,Ugy59u6385HuaUTSJ6F4AaABAg,I do get scared sometimes thinking about what happens to monkeys that are taken in by irresponsible owners. Must be scary. That goes for all animals really. They deserve a good home,2020-06-24T15:32:44Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),i do get scared sometimes thinking about what happens to monkeys that are taken in by irresponsible owners must be scary that goes for all animals really they deserve a good home,Conservation Concern,0.997368335723877,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,Ugxhkrq8o_PkRfSdl0V4AaABAg,If you really love him like you say he would have stayed in the wild where he belongs; not kidnapped from his mum & his natural habitat.,2024-02-15T21:06:07Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),if you really love him like you say he would have stayed in the wild where he belongs not kidnapped from his mum his natural habitat,Conservation Concern,0.9408984780311584,Wildlife Trade / Trafficking,Primates
YouTube,capuchin monkey pet,Primates,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,UgxlROC8ZSEkaN944O94AaABAg,"First you have a beautiful home an awesome amount of things to provide play and stimulation so in that respect I applaud you for treating him so wonderful
When you got him at 3 weeks did you wonder if he was taken from his mom etc? primates are very much like humans so naturally you became a mom to him
Another woman on YT had the same type of monkey provided her with many things and love like you
In the end she gave her up. She visited her and it was heartbreaking. 
This species can get on the wild side. Nala is the name of that monkey tear jerker!
I have parrots but it’s different then primates.",2018-05-26T21:20:36Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),first you have a beautiful home an awesome amount of things to provide play and stimulation so in that respect i applaud you for treating him so wonderful when you got him at 3 weeks did you wonder if he was taken from his mom etc primates are very much like humans so naturally you became a mom to him another woman on yt had the same type of monkey provided her with many things and love like you in the end she gave her up she visited her and it was heartbreaking this species can get on the wild side nala is the name of that monkey tear jerker i have parrots but it s different then primates,Conservation Concern,0.7872777581214905,Wild Population / Habitat Concern,Primates
YouTube,capuchin monkey pet,Primates,bAgaKNl3wPY,I Treat My Monkey Like A Baby | CUTE AS FLUFF,SUBSCRIBE to Barcroft Animals: http://bit.ly/2ceCJY0 A WOMAN claims that her pet monkey has stopped her from getting a ...,Ugy6mwVm76SpIV-oNi54AaABAg,"Primates are not pets.  That one needs a group of monkeys so he knows or at least monkey friends. It isnt a baby, he is a primate needing friends of his own kind.  I get so sad to see monkeys as pets. 😓",2023-06-01T17:09:17Z,https://www.youtube.com/watch?v=bAgaKNl3wPY,US,US (text signal),primates are not pets that one needs a group of monkeys so he knows or at least monkey friends it isnt a baby he is a primate needing friends of his own kind i get so sad to see monkeys as pets,Conservation Concern,0.9171543717384338,Wild Population / Habitat Concern,Primates
