platform,keyword_used,category,video_id,video_title,video_description,comment_id,text_content,comment_date,source_url,country_context,location_geographic,clean_text,safety_type,final_category
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgxumFupy0rvRNV_MMJ4AaABAg,"I can't believe his neighbors testified that the chimps were behaving playfully. The whole world was against this poor kid just trying to protect his friend's and dog. If a full blown person threw my dog or attacked my friends, they're getting the same treatment as those chimps and chimp attacks are far worse than human ones.",2023-12-05T08:28:10Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),i can't believe his neighbors testified that the chimps were behaving playfully the whole world was against this poor kid just trying to protect his friend's and dog if a full blown person threw my dog or attacked my friends they're getting the same treatment as those chimps and chimp attacks are far worse than human ones,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgwtVo0DCf5oYHhomZN4AaABAg,"i just don't understand why the ""owners"" of these wild animals are given SO many chances to reoffend??? the abject suffering they inflict on the animals and the physical danger these chimps (and every other wild animal) pose to humans / other animals is beyond negligent - it's malicious. most of the judges in these cases seem to, ironically, have incredibly impaired judgement. you shouldn't be making legal decisions about animal welfare if you're totally ignorant on the subject or are only capable of viewing living creatures as property 🙄",2023-09-27T04:19:33Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),i just don't understand why the owners of these wild animals are given so many chances to reoffend the abject suffering they inflict on the animals and the physical danger these chimps and every other wild animal pose to humans other animals is beyond negligent it's malicious most of the judges in these cases seem to ironically have incredibly impaired judgement you shouldn't be making legal decisions about animal welfare if you're totally ignorant on the subject or are only capable of viewing living creatures as property,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgwPLddvqKTHQ9Zty5Z4AaABAg,"are you kidding me at that jason story?? 3 murderous chimps on his property attacking him, his friends and his dog. and hes the one that gets put in jail for shooting it? thats insane",2023-09-24T09:03:47Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),are you kidding me at that jason story 3 murderous chimps on his property attacking him his friends and his dog and hes the one that gets put in jail for shooting it thats insane,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgyHcdEjcvgiQQmVmPV4AaABAg,"I can believe Jason got arrested. A person who lived two houses down from me had a wolf dog hybrid. He had frequently broken state laws regarding enclosures for wolf dogs. The dog almost attacked me once. It was killing small animals including a neighbor's cat. Then one night another neighbors sister and brother-in-law were leaving their house, and somehow their car keys had fallen out of a jacket. The sister-in-law was holding their baby by the car door waiting for her husband to find the keys when they heard a growl. The wolf dog had her cornered and she couldn't get in the car. My neighbor fired two shots in the air, then one close to the wolf dog, but it never backed away so finally he felt he had no choice but to shoot it. He was charged, but he reached a settlement with the owner of the wolf dog and courts where he had to pay for medical bills, and court costs.  He was facing a felony, but he was a bailiff and if he didn't take the deal, he would have most likely lost his job.  This was even though it was found out the dogs owner had left the dog there for a week while he went to visit his girlfriend, but just left a big pile of food and a bucket of water in the enclosure. The dog probably ate all the food within the first couple of days and was starving. Nobody blamed the dog, including the neighbor who shot him. We all blamed the dogs owner plus whoever was in charge of fines or assessing those fines to the owner when he had repeatedly broken the law.  That's the biggest issue in my opinion. The laws and enforcement of laws regarding all types of animals, not just wild animals, are too lacks.  And usually it is an innocent victim and the animal who pays the price, and rarely the person who owns the animal.",2023-10-30T00:02:29Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),i can believe jason got arrested a person who lived two houses down from me had a wolf dog hybrid he had frequently broken state laws regarding enclosures for wolf dogs the dog almost attacked me once it was killing small animals including a neighbor's cat then one night another neighbors sister and brother in law were leaving their house and somehow their car keys had fallen out of a jacket the sister in law was holding their baby by the car door waiting for her husband to find the keys when they heard a growl the wolf dog had her cornered and she couldn't get in the car my neighbor fired two shots in the air then one close to the wolf dog but it never backed away so finally he felt he had no choice but to shoot it he was charged but he reached a settlement with the owner of the wolf dog and courts where he had to pay for medical bills and court costs he was facing a felony but he was a bailiff and if he didn't take the deal he would have most likely lost his job this was even though it was found out the dogs owner had left the dog there for a week while he went to visit his girlfriend but just left a big pile of food and a bucket of water in the enclosure the dog probably ate all the food within the first couple of days and was starving nobody blamed the dog including the neighbor who shot him we all blamed the dogs owner plus whoever was in charge of fines or assessing those fines to the owner when he had repeatedly broken the law that's the biggest issue in my opinion the laws and enforcement of laws regarding all types of animals not just wild animals are too lacks and usually it is an innocent victim and the animal who pays the price and rarely the person who owns the animal,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgyjRrh71VZJfsKk5vh4AaABAg,"When I was six years old, my dad did security work for a circus that came thru our city. During one of the events a loud scream filled the areana, followed by two loud popping sounds. I knew my dad carried a service weapon and I started crying. My mom, along with us kids, were escorted to the tunnel where my dad stood with blood on his uniform. He assured us that it wasn't his. Apparently, the trainer went in to get the chimp ready to go on, when it suddenly went berserk and attacked the trainer. My dad, arrived, assessed the moment, the planted two bullets in the chimp's brain. My dad saved the trainer and I learned that chimps are not cute and cuddly toys. 48 years later I still feel the same way.",2023-09-30T02:30:44Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),when i was six years old my dad did security work for a circus that came thru our city during one of the events a loud scream filled the areana followed by two loud popping sounds i knew my dad carried a service weapon and i started crying my mom along with us kids were escorted to the tunnel where my dad stood with blood on his uniform he assured us that it wasn't his apparently the trainer went in to get the chimp ready to go on when it suddenly went berserk and attacked the trainer my dad arrived assessed the moment the planted two bullets in the chimp's brain my dad saved the trainer and i learned that chimps are not cute and cuddly toys 48 years later i still feel the same way,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",Ugzzlt4au3Q-Sw3WUBV4AaABAg,"In the UK, from what I remember from zoo management classes, is that a chimp is classified as a class 1 dangerous animal. That means staff in a zoo or collection still have a chance of recapturing the animal while on the premises as long as its not causing a threat to human life, but once it escapes from the zoo entirely, the chances are it will just be killed. Further recapture may be tried if the animal has not gotten near residential area, but the moment it gets too close to residential areas, the risk of harm outweighs the life of the animal. Like in this case, tranquillisers are not instant, and are made less effective by adrenaline. Jason had every right.",2024-01-03T16:17:01Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),in the uk from what i remember from zoo management classes is that a chimp is classified as a class 1 dangerous animal that means staff in a zoo or collection still have a chance of recapturing the animal while on the premises as long as its not causing a threat to human life but once it escapes from the zoo entirely the chances are it will just be killed further recapture may be tried if the animal has not gotten near residential area but the moment it gets too close to residential areas the risk of harm outweighs the life of the animal like in this case tranquillisers are not instant and are made less effective by adrenaline jason had every right,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgzPi3N2jZbdPbHfv7l4AaABAg,"I worked at a petting zoo that had some lemurs. They were *mean*. I was bit the one and only time I went into an enclosure to clean it. It was a small nip, basically equivalent to a cat scratch, but it wasn't casually brushed off, as I stopped working for the day and got it bandaged up.

I wasn't allowed to get close to the area where they had 3 aggressive lemurs (I cleaned an enclosure with only one, much calmer overall lemur), and all the enclosures had basically two doors on them, with a little area in between, and you always kept at least one door closed at all times.

They also had much more going on in their areas, with toys and whatnot, and they were routinely rotated throughout 3 different enclosures so they had more variety in their life. All this was for lemurs, who are both much smaller add far less dangerous than chimpanzees, but were very clearly treated much better and held to a higher safety standard by this small business rentable petting zoo than anyone in this video working with large, dangerous, understimulated great apes.",2023-09-24T19:56:26Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),i worked at a petting zoo that had some lemurs they were mean i was bit the one and only time i went into an enclosure to clean it it was a small nip basically equivalent to a cat scratch but it wasn't casually brushed off as i stopped working for the day and got it bandaged up i wasn't allowed to get close to the area where they had 3 aggressive lemurs i cleaned an enclosure with only one much calmer overall lemur and all the enclosures had basically two doors on them with a little area in between and you always kept at least one door closed at all times they also had much more going on in their areas with toys and whatnot and they were routinely rotated throughout 3 different enclosures so they had more variety in their life all this was for lemurs who are both much smaller add far less dangerous than chimpanzees but were very clearly treated much better and held to a higher safety standard by this small business rentable petting zoo than anyone in this video working with large dangerous understimulated great apes,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rjjxR55me6E,Chimp Queens: The Illegal Dark Side to Pet Chimpanzees | Cid Dwyer,"In this video I talk about the unhinged chimpanzee breeders that bred Travis, the chimp who mauled Charla Nash. Like Travis ...",UgwMEx9i1TJQcalro9t4AaABAg,I feel sorry for jason. I don't know what I would've done in that situation. I mean wtf do you do when some irresponsible ass lady is so negligent that her dangerous chimps get out. They say the chimps werent bejng aggressive but one literally threw a dog. Im sorry but if something messes wjth my dog that trying to protect me on my property then I'm gonna do something about it. Obviously a dog on its own land is gonna freak if it sees a chimp especially when they're erratic. I feel awful for the chimps as well. They should've never been in that situation and were trying to get free of their horrid conditions.,2023-09-24T00:29:59Z,https://www.youtube.com/watch?v=rjjxR55me6E,US,US (text signal),i feel sorry for jason i don't know what i would've done in that situation i mean wtf do you do when some irresponsible ass lady is so negligent that her dangerous chimps get out they say the chimps werent bejng aggressive but one literally threw a dog im sorry but if something messes wjth my dog that trying to protect me on my property then i'm gonna do something about it obviously a dog on its own land is gonna freak if it sees a chimp especially when they're erratic i feel awful for the chimps as well they should've never been in that situation and were trying to get free of their horrid conditions,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,Y2eq0N4h3Oc,When Cute Goes Wrong: The Brutal Truth About Chimpanzee Pets | Predator Pets,"We explore the dangers of keeping chimpanzees as pets in California. Through the insights of two experts, we learn how these ...",UgwijhKMQNQA_lVyood4AaABAg,Explore the dangers of keeping chimpanzees as pets in California!,2023-05-23T10:43:04Z,https://www.youtube.com/watch?v=Y2eq0N4h3Oc,US,California,explore the dangers of keeping chimpanzees as pets in california,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,Y2eq0N4h3Oc,When Cute Goes Wrong: The Brutal Truth About Chimpanzee Pets | Predator Pets,"We explore the dangers of keeping chimpanzees as pets in California. Through the insights of two experts, we learn how these ...",Ugybqztj4loODCiaI8N4AaABAg,"Puberty changes a wild animal’s disposition, particularly in the males.  What was once a docile, compliant baby suddenly becomes aggressive, unpredictable and dangerous.  I think this is shaykh happened with Travis.  If there is no prospect of mating, woe be unto everyone around it.",2023-05-28T14:18:00Z,https://www.youtube.com/watch?v=Y2eq0N4h3Oc,US,US (text signal),puberty changes a wild animal s disposition particularly in the males what was once a docile compliant baby suddenly becomes aggressive unpredictable and dangerous i think this is shaykh happened with travis if there is no prospect of mating woe be unto everyone around it,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,Y2eq0N4h3Oc,When Cute Goes Wrong: The Brutal Truth About Chimpanzee Pets | Predator Pets,"We explore the dangers of keeping chimpanzees as pets in California. Through the insights of two experts, we learn how these ...",UgwOsHG1PHge0bRrpGl4AaABAg,"In 1963, there was an exhibit at the Bronx Zoo of a mirror with bars in front of it and a sign that said “the most dangerous animal in the world”.
Nothing much has changed.",2023-06-21T19:40:58Z,https://www.youtube.com/watch?v=Y2eq0N4h3Oc,US,US (text signal),in 1963 there was an exhibit at the bronx zoo of a mirror with bars in front of it and a sign that said the most dangerous animal in the world nothing much has changed,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgznT4fwVm4HC5Z4ZjF4AaABAg,"It's like having a Python as a pet.  ""Oh she knows me, she wouldn't hurt me.""",2023-07-12T10:50:42Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,US (text signal),it's like having a python as a pet oh she knows me she wouldn't hurt me,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgwPAQRHSCend5hWc9l4AaABAg,I remember a similar thing happened to a woman. She visited a friend in her home and her friend had a grown chimp as a pet. Chimp was jealous and bashed in the woman. I can't forget her photo on the newspaper. Terrifying. Since then i don't like chimps. These animals are dangerous.,2023-07-11T15:55:17Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,US (text signal),i remember a similar thing happened to a woman she visited a friend in her home and her friend had a grown chimp as a pet chimp was jealous and bashed in the woman i can't forget her photo on the newspaper terrifying since then i don't like chimps these animals are dangerous,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgwivHrjbY_VFT_l48V4AaABAg,"They actually didn't pull his privates off I think. Just some of his fingers, his nose, and left him with several scars. He'd actually gone there with his wife. His wife brought the cake... I think he stepped away for a few moments. The next thing he hears is his wife getting attacked. I think she lost a finger. He told her to hide under the park table as he fought them off. A park ranger heard the commotion. When she got there, she said it was one of the most gruesome scenes she'd ever seen. She shot at some of the chimps. But they all ran off into the woods, except for the couple's chimp, he didn't attack them actually.  And turns out all these chimps have never been found. Some say they couldn't survive the type of woods, others say they might've drowned in the river not far from there. Not long after though, the couple's chimp escaped too. Might've been after a year or so. He's never been found. Oh the couple survived btw. Missing a few limbs but they made it.",2023-07-11T18:48:58Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,US (text signal),they actually didn't pull his privates off i think just some of his fingers his nose and left him with several scars he'd actually gone there with his wife his wife brought the cake i think he stepped away for a few moments the next thing he hears is his wife getting attacked i think she lost a finger he told her to hide under the park table as he fought them off a park ranger heard the commotion when she got there she said it was one of the most gruesome scenes she'd ever seen she shot at some of the chimps but they all ran off into the woods except for the couple's chimp he didn't attack them actually and turns out all these chimps have never been found some say they couldn't survive the type of woods others say they might've drowned in the river not far from there not long after though the couple's chimp escaped too might've been after a year or so he's never been found oh the couple survived btw missing a few limbs but they made it,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgyLvlJzjz0s4dzRrQF4AaABAg,"I know this story.  The guy rescued the chimp from Africa and brought him back to the U.S. and after many years, had to turn him over to a preserve.  I  believe he was ordered to.  The chimp's name was Mo.  The other chimps attacked the guy right on the presence of his wife.  Mo finally got free and wandered off never to be seen.",2023-07-26T20:35:05Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,US (text signal),i know this story the guy rescued the chimp from africa and brought him back to the u s and after many years had to turn him over to a preserve i believe he was ordered to the chimp's name was mo the other chimps attacked the guy right on the presence of his wife mo finally got free and wandered off never to be seen,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgyI6nhcGzi_PusG9jt4AaABAg,"Theirs also the story of the chimp who absolutely obliterated the owners best friend. Theirs a 911 call where she’s BEGGING the police to get there ASAP and shoot the chimp. You can actually here the chimp in the background while she’s on the phone with 911. His name was Travis was a “known” male common chimpanzee who, as an animal actor, appeared in several television shows and commercials, including spots for Coca-Cola, as well as on television programs including The Maury Povich Show and The Man Show, though it has been disputed that Travis is the same chimpanzee who made these appearances.( it definitely was) On February 16, 2009, Travis attacked and mauled his owner's friend in Stamford, Connecticut, blinding her, severing several body parts and lacerating her face, before he was shot and killed by a responding police officer. During the 911 call the owner of Travis thought her friend was already dead because of the brutality of the attack… Travis ripped her face clean off, which is extremely common when chimps get in fights with other chimps. It is argued by some that Travis started to suffer from some sort of dementia…. After being stabbed multiple times by his owner and shot MULTIPLE times by police he casually walked into his home since being a baby. Laid down in his bed and passed away.",2023-06-28T07:05:18Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,Connecticut,theirs also the story of the chimp who absolutely obliterated the owners best friend theirs a 911 call where she s begging the police to get there asap and shoot the chimp you can actually here the chimp in the background while she s on the phone with 911 his name was travis was a known male common chimpanzee who as an animal actor appeared in several television shows and commercials including spots for coca cola as well as on television programs including the maury povich show and the man show though it has been disputed that travis is the same chimpanzee who made these appearances it definitely was on february 16 2009 travis attacked and mauled his owner's friend in stamford connecticut blinding her severing several body parts and lacerating her face before he was shot and killed by a responding police officer during the 911 call the owner of travis thought her friend was already dead because of the brutality of the attack travis ripped her face clean off which is extremely common when chimps get in fights with other chimps it is argued by some that travis started to suffer from some sort of dementia after being stabbed multiple times by his owner and shot multiple times by police he casually walked into his home since being a baby laid down in his bed and passed away,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,UgwmcHK6PGxjrkRvEqd4AaABAg,"As a nurse I took care of the cop that was injured by that chimp after he escaped and threatened the neighborhood and got bit.  The man resisted having the chimp placed in a chimp shelter and was forced by the court to place him. He had a big sign in front of his house ""Bring Moe home"" for years and was finally placed. (See the video)",2023-07-27T22:39:57Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,US (text signal),as a nurse i took care of the cop that was injured by that chimp after he escaped and threatened the neighborhood and got bit the man resisted having the chimp placed in a chimp shelter and was forced by the court to place him he had a big sign in front of his house bring moe home for years and was finally placed see the video,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,ny4vyCD4AN4,Pet Chimp Eats Man! #joerogan #storytime #chimpanzee,,Ugzq-ZKGdch_o537qBN4AaABAg,"The story Joe is referring to is St. James Davis & his wife LaDonna Davis and their chimpanzee Moe.

After Moe had bit several people in West Covina, California, the chimp was relocated to an animal sanctuary. 

When the two came to visit, they brought birthday cake, toys, chocolate, and even candy hearts. They were seated at a picnic table celebrating his birthday when two adult male chimps, Buddy & Ollie rushed the wife and bit her thumb off. St. James pushed his wife underneath the table to protect her and the chimps began attacking him simultaneously. They attacked his face including his nose and lips, his left foot, destroyed most of his fingers, ripped off his testicles, his buttocks, part of his torso. The sanctuary’s owners son-in-law retrieved a .45 pistol and shot the chimp Buddy in the head. Ollie dragged St. James body down an empty corridor where the son-in-law then killed him by gunshot. Their chimp Moe was not involved in the attack, but it’s unclear if he tried to save or protect either of them. 

St. James spent six months in the hospital recovering, some of which he was in a coma. He underwent 60 surgeries, has a glass eye, and two slits where his nose used to be.

Interestingly enough, in 2008 the Davises chimp Moe escaped from his sanctuary. There have been reports of sightings near homes where he was last housed, as well as claims he was heading toward a mountain. The Davises hired a helicopter to do flyovers of the San Bernardino National Forest in an attempt to find him… but to date the 42-year old chimp has never been found. 

Thank you Wikipedia.",2023-07-08T19:26:27Z,https://www.youtube.com/watch?v=ny4vyCD4AN4,US,California,the story joe is referring to is st james davis his wife ladonna davis and their chimpanzee moe after moe had bit several people in west covina california the chimp was relocated to an animal sanctuary when the two came to visit they brought birthday cake toys chocolate and even candy hearts they were seated at a picnic table celebrating his birthday when two adult male chimps buddy ollie rushed the wife and bit her thumb off st james pushed his wife underneath the table to protect her and the chimps began attacking him simultaneously they attacked his face including his nose and lips his left foot destroyed most of his fingers ripped off his testicles his buttocks part of his torso the sanctuary s owners son in law retrieved a 45 pistol and shot the chimp buddy in the head ollie dragged st james body down an empty corridor where the son in law then killed him by gunshot their chimp moe was not involved in the attack but it s unclear if he tried to save or protect either of them st james spent six months in the hospital recovering some of which he was in a coma he underwent 60 surgeries has a glass eye and two slits where his nose used to be interestingly enough in 2008 the davises chimp moe escaped from his sanctuary there have been reports of sightings near homes where he was last housed as well as claims he was heading toward a mountain the davises hired a helicopter to do flyovers of the san bernardino national forest in an attempt to find him but to date the 42 year old chimp has never been found thank you wikipedia,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rdHp-EmxjDo,Never Own A Chimpanzee 😨,,UgwlCcqenkOow8D0PP54AaABAg,"Chimpanzee are extremely dangerous creatures , people should never keep them as pets, Chimpanzee can't control their anger. In US its illegal to sale, or buy Chimpanzee 👍",2025-06-10T03:41:47Z,https://www.youtube.com/watch?v=rdHp-EmxjDo,US,US (text signal),chimpanzee are extremely dangerous creatures people should never keep them as pets chimpanzee can't control their anger in us its illegal to sale or buy chimpanzee,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,rdHp-EmxjDo,Never Own A Chimpanzee 😨,,UgzY0TDxIX0BBwoD1TR4AaABAg,"This is why you dont try, to tame the wild, people say ""oh you dont know , i have a wild animal i kept, for years, "" ok so you would play with your life or your kids , lov ed ones, wild animals are not to be tamed, its in their nature to attack if they see, you as lunch",2025-04-27T23:18:44Z,https://www.youtube.com/watch?v=rdHp-EmxjDo,US,US (text signal),this is why you dont try to tame the wild people say oh you dont know i have a wild animal i kept for years ok so you would play with your life or your kids lov ed ones wild animals are not to be tamed its in their nature to attack if they see you as lunch,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,MHV7K__xg98,Travis the Chimp Attack (EXPLAINED)!😨#theory#story,,UgyZoRudCeZhB8J2rXZ4AaABAg,The chimp was misbehaving and the owner called her friend and Travis just snapped and started attacking her friend and the owner tried to help her friend hitting him with a shovel and stabbing him in the back and that more pissed and then she ran in the hoes and called the police,2023-11-08T02:47:17Z,https://www.youtube.com/watch?v=MHV7K__xg98,US,US (text signal),the chimp was misbehaving and the owner called her friend and travis just snapped and started attacking her friend and the owner tried to help her friend hitting him with a shovel and stabbing him in the back and that more pissed and then she ran in the hoes and called the police,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,MHV7K__xg98,Travis the Chimp Attack (EXPLAINED)!😨#theory#story,,Ugxnsy5rtkI-G70CaQ14AaABAg,"I noticed that a lot of people thought that when Travis was smiling he was doing it to be cute, spoiler alert; he wasn’t. Chimps smile as a threat or a warning, they’re not human so they don’t behave like us nor have the same emotional/social reactions or norms with us. Travis was a danger from day 1, not because he was violent but because he was a 200 pound animal with amazing strength and intelligence who was also probably sexually frustrated. He was also being medicated with unprescribed human medicine. He was also never (I don’t know if that’s true but I’m assuming) given the opportunity to socialize with his own species and mate any females to relive sexual frustrations, all in all, Travis did not deserve to die, he shouldn’t have EVER been a ‘pet’, medicated to hell and isolated from his own kind. PLUS the woman who owned him let him consume alcohol 🤦",2023-12-25T00:48:04Z,https://www.youtube.com/watch?v=MHV7K__xg98,US,US (text signal),i noticed that a lot of people thought that when travis was smiling he was doing it to be cute spoiler alert he wasn t chimps smile as a threat or a warning they re not human so they don t behave like us nor have the same emotional social reactions or norms with us travis was a danger from day 1 not because he was violent but because he was a 200 pound animal with amazing strength and intelligence who was also probably sexually frustrated he was also being medicated with unprescribed human medicine he was also never i don t know if that s true but i m assuming given the opportunity to socialize with his own species and mate any females to relive sexual frustrations all in all travis did not deserve to die he shouldn t have ever been a pet medicated to hell and isolated from his own kind plus the woman who owned him let him consume alcohol,Safety Concern,General Exotic Pet
YouTube,chimpanzee pet,Primate,MHV7K__xg98,Travis the Chimp Attack (EXPLAINED)!😨#theory#story,,UgxH9CD-czWZlSJLSyF4AaABAg,"Tbh I just think its bc of the xanax, new hairstyle and because hes a wild animal.


I understand wild animals may be cute sometimes but if their extremely dangerous and can easily kill you in no time thats just not okay to have. I would just get a gecko or snake since their not as dangerous as a chimp or tiger.",2023-06-20T04:51:42Z,https://www.youtube.com/watch?v=MHV7K__xg98,US,US (text signal),tbh i just think its bc of the xanax new hairstyle and because hes a wild animal i understand wild animals may be cute sometimes but if their extremely dangerous and can easily kill you in no time thats just not okay to have i would just get a gecko or snake since their not as dangerous as a chimp or tiger,Safety Concern,General Exotic Pet
YouTube,gibbon pet,Primate,CkrGf2mwWRA,If you encounter a #gibbon #animal #cute #funny #nature,,Ugy2tMtiHQjBJXZ_JiB4AaABAg,"Wild animals folks. They are strong enough to rip your arms off.

There have been documented instances of attacks, sometimes resulting in significant injury due to their powerful bites and canine teeth.",2025-08-25T23:59:59Z,https://www.youtube.com/watch?v=CkrGf2mwWRA,US,US (text signal),wild animals folks they are strong enough to rip your arms off there have been documented instances of attacks sometimes resulting in significant injury due to their powerful bites and canine teeth,Safety Concern,General Exotic Pet
YouTube,gibbon pet,Primate,dYsZ77jTZUI,Loving baby gibbon wants cuddles,Every baby needs a cuddle Pet gibbon saunters over to owner and climbs up for cuddles. #shorts #cute #cuteanimals #gibbon ...,UgxgOw7xLCQS0IrEyMZ4AaABAg,"He doesn't want cuddles, he's a wild animal whose instinct is to cling to his mother for dear life because getting separated from her in the wild would most likely lead to a predator killing him.",2025-05-02T00:03:02Z,https://www.youtube.com/watch?v=dYsZ77jTZUI,US,US (text signal),he doesn't want cuddles he's a wild animal whose instinct is to cling to his mother for dear life because getting separated from her in the wild would most likely lead to a predator killing him,Safety Concern,General Exotic Pet
YouTube,gibbon pet,Primate,RBIQBavWFHc,Man Lives With His Two Pet Gibbons,"ID: 3447750 ONSCREEN CREDIT - @eldar.gadjiev This man lives with two pet gibbons in his home in Moscow, Russia. Designer ...",UgwBpQSXHXiTXzHR4Qx4AaABAg,"Isn't that illegal? They're endangered. They're wild animals anyway. They cannot thrive well in homes, no matter how well-cared they are.",2024-12-16T19:42:33Z,https://www.youtube.com/watch?v=RBIQBavWFHc,US,US (text signal),isn't that illegal they're endangered they're wild animals anyway they cannot thrive well in homes no matter how well cared they are,Safety Concern,General Exotic Pet
YouTube,lemur pet,Primate,vSwm65ycHck,These Playful Lemurs Will Melt Your Heart! 💖 Adorable Antics!,A Crazy Family of Ring-Tailed Lemurs & a New baby Lemur at Chase Animal Rescue & Sanctuary. Let's learn about these crazy ...,UgxEHcjdr1XK_iyVe6V4AaABAg,"They do not live in any part of Africa, or any part of the world. They are endemic to Madagascar. In the pet trade, they do not make to be a good pet. They are taken from their mother almost right after birth. They get attached to the owner, who becomes its only connection to anything. At 4/5 years, their hormones come up, and they become very protective of the owner. Turning aggressive to anybody. Think about this, a lion baby is adorable, if you get one, it will eventually eat you.",2024-08-05T21:28:45Z,https://www.youtube.com/watch?v=vSwm65ycHck,US,US (text signal),they do not live in any part of africa or any part of the world they are endemic to madagascar in the pet trade they do not make to be a good pet they are taken from their mother almost right after birth they get attached to the owner who becomes its only connection to anything at 4 5 years their hormones come up and they become very protective of the owner turning aggressive to anybody think about this a lion baby is adorable if you get one it will eventually eat you,Safety Concern,General Exotic Pet
